Ticker,Empresa,Razão Social,Situação Registro,Situação Emissor,Segmento de Listagem,Atividade,Ação,Data da Cotação,Tipo de Ação,Último Preço de Fechamento,Fator de Cotação,Volume Financeiro Transacionado,Último Demonstrativo Financeiro,Setor,Subsetor,Segmento,Participação em Índices,Preço/Lucro,Preço/VPA,Preço/Receita Líquida,Preço/FCO,Preço/FCF,Preço/Ativo Total,Preço/EBIT,Preço/Capital Giro,Preço/NCAV,EV/EBIT,EV/EBITDA,EV/Receita Líquida,EV/FCO,EV/FCF,EV/Ativo Total,Market Cap Empresa,Enterprise Value,Data Demonstração Financeira Atual,Preço Atual da Ação,Data do Preço da Ação,Dividend Yield,Receita Líquida,Resultado Bruto,EBIT,Depreciação e Amortização,EBITDA,Lucro Líquido,Lucro/Ação,Menor Preço 52 semanas,Maior Preço 52 semanas,Variação 2024,Variação 1 ano,Variação 2 anos(total),Variação 2 anos(anual),Variação 3 anos(total),Variação 3 anos(anual),Variação 4 anos(total),Variação 4 anos(anual),Variação 5 anos(total),Variação 5 anos(anual),Volume Diário Médio (3 meses),Retorno s/ Capital Tangível Inicial,Retorno s/ Capital Investido Inicial,Retorno s/ Capital Tangível Inicial Pré-Impostos,Retorno s/ Capital Investido Inicial Pré-Impostos,Retorno s/ Patrimônio Líquido Inicial,Retorno s/ Ativo Inicial,Margem Bruta,Margem Líquida,Margem EBIT,Margem EBITDA,Giro do Ativo Inicial,Alavancagem Financeira,Passivo/Patrimônio Líquido,Dívida Líquida/EBITDA,Caixa e Equivalentes de Caixa,Ativo Total,Dívida de Curto Prazo,Dívida de Longo Prazo,Dívida Bruta,Dívida Líquida,Patrimônio Líquido,Valor Patrimonial da Ação,Ações Ordinárias,Ações Preferenciais,Total,Ações Ordinárias em Tesouraria,Ações Preferenciais em Tesouraria,Total em Tesouraria,Ações Ordinárias (Exceto Tesouraria),Ações Preferenciais (Exceto Tesouraria),Total (Exceto Tesouraria),Fluxo de Caixa Operacional,Fluxo de Caixa de Investimentos,Fluxo de Caixa de Financiamentos,Aumento (Redução) de Caixa e Equivalentes,CAPEX 3 meses,Fluxo de Caixa Livre 3 meses,CAPEX 12 meses,Fluxo de Caixa Livre 12 meses,Receita de Intermediação Financeira,Resultado Bruto de Intermediação Financeira,Receita de Prestação de Serviços,Não existem dados para este código de negociação,Dados existentes para códigos de negociação abaixo:,Ordinária,Preferencial,Sem dados para mostrar,Unit
BBDC3,BRADESCO,BCO BRADESCO S.A.,ATIVO,FASE OPERACIONAL,Nível 1 de Governança Corporativa,Prática de operações bancárias em geral. inclusive câmbio,BBDC3,27/11/2024,ON,"R$ 11,66",1 Ação,"R$ 245,79 M",ITR - 30/09/2024,Financeiro,Intermediários Financeiros,Bancos,"IBOVESPA, IBRA, IBRX, ICO2, IDIV, IFNC, IGC, IGCT, ITAG, MLCX","8,53","0,74","0,52","-3,02",,"0,06",,,,,,,,,,"R$ 132,91 B",,30/09/2024,"R$ 11,66",27/11/2024,"11,62%",,,,,,"R$ 4,87 B",,"R$ 10,71","R$ 14,40","-18,10%","-8,84%","4,90%","2,41%","-10,00%","-3,45%","-17,23%","-4,61%","-33,53%","-7,84%","R$ 80,77 M",,,,,"8,75%","0,77%","27,71%","6,10%",,,"0,13","12,07","11,07",,,"R$ 2,02 T",,,,,"R$ 167,13 B","R$ 15,70",5.330.305.000,5.311.865.000,10.642.170.000,18.046.000,16.032.000,34.078.000,5.312.259.000,5.295.833.000,10.608.092.000,"- R$ 6,28 B","R$ 8,50 B","- R$ 4,05 B","- R$ 1,93 B","- R$ 10,25 M",,"- R$ 1,80 B",,"R$ 52,50 B","R$ 15,21 B","R$ 7,27 B",,,,,,
BBDC4,BRADESCO,BCO BRADESCO S.A.,ATIVO,FASE OPERACIONAL,Nível 1 de Governança Corporativa,Prática de operações bancárias em geral. inclusive câmbio,BBDC4,27/11/2024,PN,"R$ 13,32",1 Ação,"R$ 922,99 M",ITR - 30/09/2024,Financeiro,Intermediários Financeiros,Bancos,"GPTW, IBOVESPA, IBRA, IBRX, IBRX50, ICO2, IDIV, IFNC, IGC, IGCT, ISE, ITAG, MLCX","9,75","0,85","0,59","-3,45",,"0,07",,,,,,,,,,"R$ 132,91 B",,30/09/2024,"R$ 13,32",27/11/2024,"11,19%",,,,,,"R$ 4,87 B",,"R$ 12,02","R$ 16,13","-15,73%","-8,38%","2,52%","1,25%","-12,27%","-4,26%","-16,24%","-4,33%","-30,32%","-6,96%","R$ 498,21 M",,,,,"8,75%","0,77%","27,71%","6,10%",,,"0,13","12,07","11,07",,,"R$ 2,02 T",,,,,"R$ 167,13 B","R$ 15,70",5.330.305.000,5.311.865.000,10.642.170.000,18.046.000,16.032.000,34.078.000,5.312.259.000,5.295.833.000,10.608.092.000,"- R$ 6,28 B","R$ 8,50 B","- R$ 4,05 B","- R$ 1,93 B","- R$ 10,25 M",,"- R$ 1,80 B",,"R$ 52,50 B","R$ 15,21 B","R$ 7,27 B",,,,,,
BBML3,BBMLOGISTICA,BBM LOGISTICA S.A.,ATIVO,FASE OPERACIONAL,Bovespa Mais,Prestação de serviços logísticos através de operações dedicadas e transporte de carga geral fracionada.,BBML3,NA,ON,NA,NA,NA,ITR - 31/03/2024,Bens Industriais,Serviços,Serviços Diversos,-,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",NA,NA,NA,NA,NA,NA,NA,NA,31/03/2024,"R$ 0,00",//0,"0,00%","R$ 351,97 M","R$ 17,91 M","- R$ 5,65 M","- R$ 34,13 M","R$ 28,49 M","- R$ 37,27 M","- R$ 0,91",,,,,,,,,,,,,,"2,93%","2,80%","4,44%","4,24%","-156,53%","-5,90%","5,41%","-4,01%","1,44%","10,15%","1,47","-50,12","-51,12","2,88","R$ 1,84 M","R$ 1,13 B","R$ 106,98 M","R$ 351,60 M","R$ 458,57 M","R$ 456,74 M","- R$ 22,63 M","- R$ 0,56",40.760.818,0,40.760.818,0,0,0,40.760.818,0,40.760.818,"R$ 49,73 M","- R$ 8,93 M","- R$ 52,42 M","- R$ 11,62 M","- R$ 4,48 M","R$ 45,25 M","- R$ 24,24 M","R$ 184,04 M",,,,,,,,,
BBSE3,BBSEGURIDADE,BB SEGURIDADE PARTICIPAÇÕES S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Participação no capital social de outras sociedades que realizem quaisquer atividades reguladas pela SUSEP e ANS. além de corretagem desses produtos.,BBSE3,27/11/2024,ON,"R$ 33,61",1 Ação,"R$ 165,10 M",ITR - 30/09/2024,Financeiro,Previdência e Seguros,Seguradoras,"IBOVESPA, IBRA, IBRX, IBRX50, IDIV, IFNC, IGC, IGCT, IGNM, ITAG, IVBX, MLCX","7,89","5,49","0,00","16,76",,"3,50",,,,,,,,,,"R$ 67,22 B",,30/09/2024,"R$ 33,61",27/11/2024,"7,89%","R$ 0,00","R$ 0,00","R$ 2,53 B",,,"R$ 2,25 B",,"R$ 28,46","R$ 37,42","6,92%","14,27%","30,88%","14,34%","100,92%","26,13%","52,17%","11,06%","49,60%","8,38%","R$ 142,38 M",,,,,"69,51%","44,78%","0,00%","0,00%",,,"0,00","1,80","0,57",,,"R$ 19,21 B",,,,,"R$ 12,25 B","R$ 6,13",2.000.000.000,0,2.000.000.000,58.813.981,0,58.813.981,1.941.186.019,0,1.941.186.019,"R$ 1,39 B","R$ 2,51 B","- R$ 2,70 B","R$ 1,20 B",NA,,NA,,,,,,,,,,
BDLL3,BARDELLA,BARDELLA S.A. INDUSTRIAS MECANICAS,ATIVO,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE,Tradicional - BOVESPA,Bens de capital. Produtos e Serviços para os segmentos de Metalurgia. Movimentação de Materiais. Óleo e Gás. Energia e Aços Laminados e Trefilados. para os mercados nacionais e internacional,BDLL3,09/09/2024,ON,"R$ 12,00",1 Ação,"R$ 30,00 mil",ITR - 30/09/2024,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais,-,"-0,25","-0,08","1,01","-14,26","5,08","0,03","-0,30","-0,08","-0,02","-2,87","-2,97","9,63","-135,97","48,43","0,33","R$ 16,02 M","R$ 183,01 M",30/09/2024,"R$ 12,00",09/09/2024,"0,00%","R$ 8,03 M","R$ 1,09 M","- R$ 5,79 M","- R$ 542,00 mil","- R$ 5,25 M","R$ 3,66 M","R$ 2,28","R$ 11,00","R$ 13,01","-7,69%","4,35%","0,00%","0,00%","-0,41%","-0,15%","-56,38%","-19,24%","-50,02%","-13,19%","R$ 941,54","-15,43%","-1.235,20%","-23,38%","-1.871,52%","48,91%","-12,12%","-59,27%","-400,42%","-335,39%","-324,20%","0,03","-2,37","-3,37","-2,71","R$ 18,75 M","R$ 550,26 M","R$ 180,10 M","R$ 5,64 M","R$ 185,74 M","R$ 166,99 M","- R$ 231,71 M","- R$ 144,82",607.192,992.808,1.600.000,0,0,0,607.192,992.808,1.600.000,"R$ 6,22 M","R$ 958,00 mil","- R$ 5,58 M","R$ 1,60 M","- R$ 1,14 M","R$ 5,08 M","R$ 5,13 M","R$ 3,78 M",,,,,,,,,
BDLL4,BARDELLA,BARDELLA S.A. INDUSTRIAS MECANICAS,ATIVO,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE,Tradicional - BOVESPA,Bens de capital. Produtos e Serviços para os segmentos de Metalurgia. Movimentação de Materiais. Óleo e Gás. Energia e Aços Laminados e Trefilados. para os mercados nacionais e internacional,BDLL4,27/11/2024,PN,"R$ 8,80",1 Ação,"R$ 4,42 mil",ITR - 30/09/2024,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais,-,"-0,19","-0,06","0,74","-10,46","3,73","0,03","-0,22","-0,06","-0,01","-2,87","-2,97","9,63","-135,97","48,43","0,33","R$ 16,02 M","R$ 183,01 M",30/09/2024,"R$ 8,80",27/11/2024,"0,00%","R$ 8,03 M","R$ 1,09 M","- R$ 5,79 M","- R$ 542,00 mil","- R$ 5,25 M","R$ 3,66 M","R$ 2,28","R$ 7,00","R$ 11,80","6,02%","11,25%","-0,79%","-0,39%","-19,85%","-7,10%","-15,14%","-4,02%","45,45%","7,77%","R$ 1,46 mil","-15,43%","-1.235,20%","-23,38%","-1.871,52%","48,91%","-12,12%","-59,27%","-400,42%","-335,39%","-324,20%","0,03","-2,37","-3,37","-2,71","R$ 18,75 M","R$ 550,26 M","R$ 180,10 M","R$ 5,64 M","R$ 185,74 M","R$ 166,99 M","- R$ 231,71 M","- R$ 144,82",607.192,992.808,1.600.000,0,0,0,607.192,992.808,1.600.000,"R$ 6,22 M","R$ 958,00 mil","- R$ 5,58 M","R$ 1,60 M","- R$ 1,14 M","R$ 5,08 M","R$ 5,13 M","R$ 3,78 M",,,,,,,,,
BEEF3,MINERVA,MINERVA S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Líder na América do Sul na exportação de carne bovina in natura e seus derivados. e que atua também no segmento de processados.,BEEF3,27/11/2024,ON,"R$ 5,65",1 Ação,"R$ 134,55 M",ITR - 30/09/2024,Consumo não Cíclico,Alimentos Processados,Carnes e Derivados,"AGFS, GPTW, IBOVESPA, IBRA, IBRX, ICO2, ICON, IGC, IGCT, IGNM, INDX, ISE, ITAG, IVBX, SMLL","2.589,55","4,61","0,12","0,69","0,81","0,10","1,54","0,29","-0,15","10,59","8,43","0,80","4,76","5,53","0,65","R$ 3,43 B","R$ 23,55 B",30/09/2024,"R$ 5,65",27/11/2024,"0,00%","R$ 8,50 B","R$ 1,77 B","R$ 647,98 M","- R$ 165,03 M","R$ 813,01 M","R$ 86,06 M","R$ 0,14","R$ 5,39","R$ 7,95","-22,81%","-19,63%","-52,75%","-31,16%","-28,24%","-10,45%","-31,55%","-9,03%","-49,36%","-12,71%","R$ 48,36 M","9,22%","8,83%","13,97%","13,37%","0,21%","0,01%","21,13%","0,00%","7,53%","9,46%","1,14","48,34","47,34","7,20","R$ 5,57 B","R$ 35,97 B","R$ 4,41 B","R$ 21,28 B","R$ 25,69 B","R$ 20,12 B","R$ 744,21 M","R$ 1,23",607.283.407,0,607.283.407,18.957.451,0,18.957.451,588.325.956,0,588.325.956,"R$ 1,89 B","- R$ 147,81 M","- R$ 1,36 B","R$ 304,85 M","- R$ 146,13 M","R$ 1,74 B","- R$ 687,84 M","R$ 4,26 B",,,,,,,,,
BEES3,BANESTES,BANESTES S.A. - BCO EST ESPIRITO SANTO,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Intermediação Financeira inerente aos Bancos Múltiplos por meio das carteiras autorizadas. inclusive Operações de Câmbio.,BEES3,27/11/2024,ON,"R$ 8,68",1 Ação,"R$ 93,58 mil",ITR - 30/09/2024,Financeiro,Intermediários Financeiros,Bancos,-,"7,23","1,21","0,53","-0,27",,"0,07",,,,,,,,,,"R$ 2,77 B",,30/09/2024,"R$ 8,68",27/11/2024,"7,30%",,,,,,"R$ 136,88 M",,"R$ 7,92","R$ 9,35","-5,44%","9,53%","75,53%","32,34%","134,71%","32,83%","133,53%","23,60%","116,57%","16,69%","R$ 107,88 mil",,,,,"18,01%","0,91%","28,74%","7,39%",,,"0,12","16,47","15,47",,,"R$ 37,48 B",,,,,"R$ 2,27 B","R$ 0,01",231.006.000.000,84.906.860.000,315.912.860.000,0,0,0,231.006.000.000,84.906.860.000,315.912.860.000,"- R$ 4,46 B","R$ 10,07 B","- R$ 50,72 M","R$ 5,57 B","- R$ 3,21 M",,"- R$ 21,60 M",,"R$ 1,11 B","R$ 376,24 M","R$ 89,93 M",,,,,,
BEES4,BANESTES,BANESTES S.A. - BCO EST ESPIRITO SANTO,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Intermediação Financeira inerente aos Bancos Múltiplos por meio das carteiras autorizadas. inclusive Operações de Câmbio.,BEES4,27/11/2024,PN,"R$ 9,01",1 Ação,"R$ 28,68 mil",ITR - 30/09/2024,Financeiro,Intermediários Financeiros,Bancos,-,"7,50","1,25","0,55","-0,28",,"0,08",,,,,,,,,,"R$ 2,77 B",,30/09/2024,"R$ 9,01",27/11/2024,"7,03%",,,,,,"R$ 136,88 M",,"R$ 8,55","R$ 10,29","-7,28%","2,52%","73,20%","31,46%","89,57%","23,72%","119,00%","21,63%","112,92%","16,30%","R$ 34,19 mil",,,,,"18,01%","0,91%","28,74%","7,39%",,,"0,12","16,47","15,47",,,"R$ 37,48 B",,,,,"R$ 2,27 B","R$ 0,01",231.006.000.000,84.906.860.000,315.912.860.000,0,0,0,231.006.000.000,84.906.860.000,315.912.860.000,"- R$ 4,46 B","R$ 10,07 B","- R$ 50,72 M","R$ 5,57 B","- R$ 3,21 M",,"- R$ 21,60 M",,"R$ 1,11 B","R$ 376,24 M","R$ 89,93 M",,,,,,
BETP3,BETAPART,BETAPART PARTICIPACOES S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Participação em outras sociedades.,BETP3,NA,ON,NA,NA,NA,ITR - 30/09/2024,Outros,Outros,Outros,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETP3B,,,
BGIP10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGIP3,BANESE,BCO ESTADO DE SERGIPE S.A. - BANESE,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,,BGIP3,14/11/2024,ON,"R$ 26,00",1 Ação,"R$ 28,09 mil",ITR - 30/09/2024,Financeiro,Intermediários Financeiros,Bancos,ITAG,"3,27","0,63","0,35","30,83",,"0,05",,,,,,,,,,"R$ 466,94 M",,30/09/2024,"R$ 26,00",14/11/2024,"8,44%",,,,,,"R$ 33,54 M",,"R$ 22,44","R$ 31,22","5,15%","8,23%","17,95%","8,22%","6,78%","2,23%","-21,24%","-5,80%","-37,04%","-8,70%","R$ 1,34 mil",,,,,"23,90%","1,66%","35,82%","10,67%",,,"0,16","13,01","12,01",,,"R$ 9,94 B",,,,,"R$ 764,11 M","R$ 41,17",9.279.477,9.279.477,18.558.954,0,0,0,9.279.477,9.279.477,18.558.954,"- R$ 152,34 M","- R$ 5,50 M","R$ 19,26 M","- R$ 138,58 M","- R$ 1,94 M",,"- R$ 13,46 M",,"R$ 328,36 M","R$ 123,17 M","R$ 34,06 M",,,,,,
BGIP4,BANESE,BCO ESTADO DE SERGIPE S.A. - BANESE,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,,BGIP4,27/11/2024,PN,"R$ 24,32",1 Ação,"R$ 9,62 mil",ITR - 30/09/2024,Financeiro,Intermediários Financeiros,Bancos,ITAG,"3,06","0,59","0,33","28,84",,"0,05",,,,,,,,,,"R$ 466,94 M",,30/09/2024,"R$ 24,32",27/11/2024,"9,92%",,,,,,"R$ 33,54 M",,"R$ 19,47","R$ 27,53","15,16%","20,39%","67,23%","29,18%","37,80%","11,26%","38,95%","8,56%","-7,35%","-1,51%","R$ 18,27 mil",,,,,"23,90%","1,66%","35,82%","10,67%",,,"0,16","13,01","12,01",,,"R$ 9,94 B",,,,,"R$ 764,11 M","R$ 41,17",9.279.477,9.279.477,18.558.954,0,0,0,9.279.477,9.279.477,18.558.954,"- R$ 152,34 M","- R$ 5,50 M","R$ 19,26 M","- R$ 138,58 M","- R$ 1,94 M",,"- R$ 13,46 M",,"R$ 328,36 M","R$ 123,17 M","R$ 34,06 M",,,,,,
BGIP9,BANESE,BCO ESTADO DE SERGIPE S.A. - BANESE,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,,BGIP9,NA,,NA,NA,NA,ITR - 30/09/2024,Financeiro,Intermediários Financeiros,Bancos,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BGIP3,BGIP4,,
BHIA3,CASAS BAHIA,GRUPO CASAS BAHIA S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,,BHIA3,27/11/2024,ON,"R$ 3,85",1 Ação,"R$ 25,29 M",ITR - 30/09/2024,Consumo Cíclico,Comércio,Eletrodomésticos,"GPTW, IBRA, ICO2, ICON, IGC, IGCT, IGNM, ISE, ITAG, SMLL","-0,23","0,13","0,01","0,52","0,84","0,01","-0,76","-0,08","-0,01","-16,56","12,95","0,30","11,47","18,38","0,25","R$ 366,08 M","R$ 8,01 B",30/09/2024,"R$ 3,85",27/11/2024,"0,00%","R$ 6,40 B","R$ 2,02 B","R$ 180,00 M","- R$ 271,00 M","R$ 451,00 M","- R$ 369,00 M","- R$ 3,88","R$ 3,48","R$ 13,75","-65,32%","-70,94%",-,-,-,-,-,-,-,-,"R$ 14,49 M","-2,00%","-2,79%","-3,02%","-4,23%","-35,93%","-4,94%","29,89%","-5,98%","-1,82%","2,32%","0,83","11,12","10,12","12,36","R$ 1,87 B","R$ 32,03 B","R$ 5,40 B","R$ 4,12 B","R$ 9,52 B","R$ 7,65 B","R$ 2,88 B","R$ 30,28",95.085.000,0,95.085.000,16.000,0,16.000,95.069.000,0,95.069.000,"- R$ 350,00 M","- R$ 46,00 M","R$ 406,00 M","R$ 10,00 M","- R$ 46,00 M","- R$ 396,00 M","- R$ 263,00 M","R$ 436,00 M",,,,,,,,,
BIOM11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOM12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOM13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOM14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOM3,BIOMM,BIOMM S.A.,ATIVO,FASE OPERACIONAL,Bovespa Mais,Empresa brasileira com sua atividade focada no desenvolvimento e comercialização de medicamentos biotecnológicos por meio de parcerias estratégicas e fábrica própria.,BIOM3,27/11/2024,ON,"R$ 8,67",1 Ação,"R$ 763,98 mil",ITR - 30/09/2024,Saúde,Medicamentos e Outros Produtos,Medicamentos e Outros Produtos,ITAG,"-15,13","3,81","8,95","-11,15","-10,03","2,26","-14,53","5,83","-116,74","-15,41","-15,65","9,49","-11,82","-10,63","2,40","R$ 1,10 B","R$ 1,17 B",30/09/2024,"R$ 8,67",27/11/2024,"0,00%","R$ 32,26 M","R$ 4,22 M","- R$ 18,89 M","- R$ 3,69 M","- R$ 15,20 M","- R$ 16,28 M","- R$ 0,13","R$ 5,10","R$ 20,19","50,78%","44,50%","52,91%","23,55%","-33,31%","-12,61%","-46,58%","-14,50%","-10,16%","-2,12%","R$ 718,49 mil","-20,79%","-21,35%","-31,51%","-32,34%","-73,43%","-21,42%","19,60%","-59,15%","-61,57%","-60,60%","0,36","1,69","0,69","-0,89","R$ 59,83 M","R$ 486,44 M","R$ 41,48 M","R$ 84,52 M","R$ 126,00 M","R$ 66,16 M","R$ 288,37 M","R$ 2,27",126.841.481,0,126.841.481,0,0,0,126.841.481,0,126.841.481,"- R$ 14,66 M","R$ 4,93 M","- R$ 7,22 M","- R$ 17,18 M","- R$ 3,00 M","- R$ 17,65 M","- R$ 11,07 M","- R$ 109,69 M",,,,,,,,,
BLAU3,BLAU,BLAU FARMACÊUTICA S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,A Companhia dedica-se à fabricação. comercialização. pesquisa e desenvolvimento de medicamentos de alta complexidade.,BLAU3,27/11/2024,ON,"R$ 14,49",1 Ação,"R$ 2,89 M",ITR - 30/09/2024,Saúde,Comércio e Distribuição,Medicamentos e Outros Produtos,"IBRA, ICON, IGC, IGCT, IGNM, ITAG, SMLL","13,90","1,24","1,54","7,81","12,14","0,80","9,78","2,30","-183,24","11,76","9,91","1,86","9,40","14,61","0,97","R$ 2,60 B","R$ 3,13 B",30/09/2024,"R$ 14,49",27/11/2024,"2,51%","R$ 473,57 M","R$ 187,13 M","R$ 105,46 M","- R$ 12,51 M","R$ 117,97 M","R$ 70,55 M","R$ 0,39","R$ 9,21","R$ 17,00","-3,41%","-7,64%","-46,34%","-26,65%","-55,54%","-23,64%",-,-,-,-,"R$ 4,67 M","7,37%","6,89%","11,16%","10,44%","9,47%","6,08%","35,38%","11,10%","15,77%","18,73%","0,55","1,55","0,55","1,67","R$ 20,71 M","R$ 3,24 B","R$ 66,00 M","R$ 483,52 M","R$ 549,51 M","R$ 528,81 M","R$ 2,10 B","R$ 11,69",179.393.939,0,179.393.939,1.713.200,0,1.713.200,177.680.739,0,177.680.739,"R$ 156,16 M","- R$ 111,00 M","- R$ 44,87 M","R$ 285,00 mil","- R$ 34,58 M","R$ 121,58 M","- R$ 118,48 M","R$ 214,17 M",,,,,,,,,
BMEB3,MERCANTIL,BCO MERCANTIL DO BRASIL S.A.,ATIVO,FASE OPERACIONAL,Nível 1 de Governança Corporativa,Finanças. Banco Múltiplo,BMEB3,27/11/2024,ON,"R$ 38,55",1 Ação,"R$ 7,56 mil",ITR - 30/09/2024,Financeiro,Intermediários Financeiros,Bancos,IGC,"6,01","2,10","0,65","3,50",,"0,17",,,,,,,,,,"R$ 4,13 B",,30/09/2024,"R$ 38,55",27/11/2024,"4,39%",,,,,,"R$ 206,87 M",,"R$ 14,71","R$ 39,99","96,57%","162,03%","318,54%","103,98%","311,17%","60,07%","489,71%","55,79%","732,50%","52,71%","R$ 80,41 mil",,,,,"45,99%","3,72%","52,80%","10,90%",,,"0,34","12,51","11,51",,,"R$ 24,05 B",,,,,"R$ 1,92 B","R$ 18,34",65.156.000,39.676.000,104.832.000,0,349.000,349.000,65.156.000,39.327.000,104.483.000,"R$ 376,69 M","- R$ 32,25 M","- R$ 98,83 M","R$ 255,72 M","R$ 11,79 M",,"R$ 16,73 M",,"R$ 1,53 B","R$ 907,31 M","R$ 173,01 M",,,,,,
BMEB4,MERCANTIL,BCO MERCANTIL DO BRASIL S.A.,ATIVO,FASE OPERACIONAL,Nível 1 de Governança Corporativa,Finanças. Banco Múltiplo,BMEB4,27/11/2024,PN,"R$ 40,80",1 Ação,"R$ 765,97 mil",ITR - 30/09/2024,Financeiro,Intermediários Financeiros,Bancos,IGC,"6,36","2,22","0,69","3,71",,"0,18",,,,,,,,,,"R$ 4,13 B",,30/09/2024,"R$ 40,80",27/11/2024,"4,56%",,,,,,"R$ 206,87 M",,"R$ 13,64","R$ 43,87","154,70%","199,04%","367,54%","115,55%","450,00%","76,33%","563,81%","60,46%","793,62%","54,89%","R$ 1,00 M",,,,,"45,99%","3,72%","52,80%","10,90%",,,"0,34","12,51","11,51",,,"R$ 24,05 B",,,,,"R$ 1,92 B","R$ 18,34",65.156.000,39.676.000,104.832.000,0,349.000,349.000,65.156.000,39.327.000,104.483.000,"R$ 376,69 M","- R$ 32,25 M","- R$ 98,83 M","R$ 255,72 M","R$ 11,79 M",,"R$ 16,73 M",,"R$ 1,53 B","R$ 907,31 M","R$ 173,01 M",,,,,,
BMGB4,BANCO BMG,BANCO BMG S.A.,ATIVO,FASE OPERACIONAL,Nível 1 de Governança Corporativa,Prática de todas as operações ativas. passivas e acessórias permitidas nas normas legais e regulamentares para o funcionamento dos bancos com carteira comercial. de investimento. inclusive câmbio,BMGB4,27/11/2024,PN,"R$ 4,06",1 Ação,"R$ 2,27 M",ITR - 30/09/2024,Financeiro,Intermediários Financeiros,Bancos,"IGC, ITAG","6,41","0,54","0,29","-19,10",,"0,05",,,,,,,,,,"R$ 2,37 B",,30/09/2024,"R$ 4,06",27/11/2024,"14,47%",,,,,,"R$ 60,80 M",,"R$ 2,22","R$ 4,52","37,40%","74,26%","130,08%","51,43%","108,48%","27,69%","26,66%","6,08%",-,-,"R$ 2,44 M",,,,,"8,92%","0,84%","44,20%","4,52%",,,"0,19","10,19","9,19",,,"R$ 45,06 B",,,,,"R$ 4,42 B","R$ 7,58",372.696.198,210.536.213,583.232.411,0,367.546,367.546,372.696.198,210.168.667,582.864.865,"- R$ 108,17 M","- R$ 29,73 M","- R$ 32,57 M","- R$ 69,40 M","- R$ 2,63 M",,"- R$ 18,02 M",,"R$ 1,97 B","R$ 664,32 M","R$ 45,08 M",,,,,,
BMIN3,MERC INVEST,BCO MERCANTIL DE INVESTIMENTOS S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Investimentos / Financiamentos,BMIN3,11/11/2024,ON,"R$ 20,70",1 Ação,"R$ 2,07 mil",ITR - 30/09/2024,Financeiro,Intermediários Financeiros,Bancos,-,"12,12","0,71","2,53","-17,16",,"0,24",,,,,,,,,,"R$ 96,65 M",,30/09/2024,"R$ 20,70",11/11/2024,"6,15%",,,,,,"R$ 2,85 M",,"R$ 18,64","R$ 31,45","8,56%","8,61%","20,66%","9,80%","-5,81%","-1,99%","20,66%","4,82%","41,74%","7,16%","R$ 158,75",,,,,"6,01%","3,19%","47,94%","20,87%",,,"0,15","2,93","1,93",,,"R$ 412,30 M",,,,,"R$ 140,76 M","R$ 29,17",4.115.000,710.000,4.825.000,0,0,0,4.115.000,710.000,4.825.000,"- R$ 672,00 mil","R$ 2,50 M","R$ 0,00","R$ 1,83 M",NA,,NA,,"R$ 11,61 M","R$ 5,10 M","R$ 545,00 mil",,,,,,
