Ticker,Empresa,Razão Social,Situação Registro,Situação Emissor,Segmento de Listagem,Atividade,Ação,Data da Cotação,Tipo de Ação,Último Preço de Fechamento,Fator de Cotação,Volume Financeiro Transacionado,Último Demonstrativo Financeiro,Setor,Subsetor,Segmento,Participação em Índices,Preço/Lucro,Preço/VPA,Preço/Receita Líquida,Preço/FCO,Preço/FCF,Preço/Ativo Total,Preço/EBIT,Preço/Capital Giro,Preço/NCAV,EV/EBIT,EV/EBITDA,EV/Receita Líquida,EV/FCO,EV/FCF,EV/Ativo Total,Market Cap Empresa,Enterprise Value,Data Demonstração Financeira Atual,Preço Atual da Ação,Data do Preço da Ação,Dividend Yield,Receita Líquida,Resultado Bruto,EBIT,Depreciação e Amortização,EBITDA,Lucro Líquido,Lucro/Ação,Menor Preço 52 semanas,Maior Preço 52 semanas,Variação 2024,Variação 1 ano,Variação 2 anos(total),Variação 2 anos(anual),Variação 3 anos(total),Variação 3 anos(anual),Variação 4 anos(total),Variação 4 anos(anual),Variação 5 anos(total),Variação 5 anos(anual),Volume Diário Médio (3 meses),Retorno s/ Capital Tangível Inicial,Retorno s/ Capital Investido Inicial,Retorno s/ Capital Tangível Inicial Pré-Impostos,Retorno s/ Capital Investido Inicial Pré-Impostos,Retorno s/ Patrimônio Líquido Inicial,Retorno s/ Ativo Inicial,Margem Bruta,Margem Líquida,Margem EBIT,Margem EBITDA,Giro do Ativo Inicial,Alavancagem Financeira,Passivo/Patrimônio Líquido,Dívida Líquida/EBITDA,Caixa e Equivalentes de Caixa,Ativo Total,Dívida de Curto Prazo,Dívida de Longo Prazo,Dívida Bruta,Dívida Líquida,Patrimônio Líquido,Valor Patrimonial da Ação,Ações Ordinárias,Ações Preferenciais,Total,Ações Ordinárias em Tesouraria,Ações Preferenciais em Tesouraria,Total em Tesouraria,Ações Ordinárias (Exceto Tesouraria),Ações Preferenciais (Exceto Tesouraria),Total (Exceto Tesouraria),Fluxo de Caixa Operacional,Fluxo de Caixa de Investimentos,Fluxo de Caixa de Financiamentos,Aumento (Redução) de Caixa e Equivalentes,CAPEX 3 meses,Fluxo de Caixa Livre 3 meses,CAPEX 12 meses,Fluxo de Caixa Livre 12 meses,Receita de Intermediação Financeira,Resultado Bruto de Intermediação Financeira,Receita de Prestação de Serviços,Não existem dados para este código de negociação,Dados existentes para códigos de negociação abaixo:,Ordinária,Preferencial,Sem dados para mostrar,Unit
BRAP4,BRADESPAR,BRADESPAR S.A.,ATIVO,FASE OPERACIONAL,Nível 1 de Governança Corporativa,Participação como sócia ou acionista de outras Sociedades.,BRAP4,13/12/2024,PN,"R$ 17,51",1 Ação,"R$ 47,68 M",ITR - 30/09/2024,Materiais Básicos,Mineração,Minerais Metálicos,"IBOVESPA, IBRA, IBRX, IDIV, IGC, IGCT, IMAT, ITAG, SMLL","3,82","0,78","0,00","6,09","6,10","0,77","3,94","15,32","20,37","3,55","3,55","0,00","5,49","5,50","0,70","R$ 6,76 B","R$ 6,21 B",30/09/2024,"R$ 17,51",13/12/2024,"11,89%","R$ 0,00","R$ 0,00","R$ 463,83 M","R$ 0,00","R$ 463,83 M","R$ 400,58 M","R$ 1,02","R$ 16,97","R$ 23,09","-23,41%","-20,28%","-25,40%","-13,65%","-49,14%","-20,20%","-47,40%","-14,85%","-5,11%","-1,04%","R$ 87,49 M","15,34%","15,34%","23,25%","23,25%","22,47%","22,18%","0,00%","0,00%","0,00%","0,00%","0,00","1,01","0,01","-0,32","R$ 557,93 M","R$ 8,92 B","R$ 0,00","R$ 0,00","R$ 0,00","- R$ 557,93 M","R$ 8,81 B","R$ 22,41",137.990.000,255.107.000,393.097.000,0,0,0,137.990.000,255.107.000,393.097.000,"R$ 263,28 M","- R$ 6,00 mil","- R$ 73,00 mil","R$ 263,20 M","- R$ 6,00 mil","R$ 263,27 M","- R$ 1,10 M","R$ 1,13 B",,,,,,,,,
BRAV3,BRAVA,BRAVA ENERGIA S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Exploração. produção. refino e comercialização de petróleo. gás natural e derivados. incluindo. tratamento. processamento. estocagem. liquefação e regaseificação de gás natural.,BRAV3,13/12/2024,ON,"R$ 20,14",1 Ação,"R$ 128,63 M",ITR - 30/09/2024,Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição,-,"18,07","0,83","1,08","5,16","35,32","0,26","3,29","1,86","-0,47","8,57","5,98","2,82","13,43","91,92","0,67","R$ 9,35 B","R$ 24,33 B",30/09/2024,"R$ 20,14",13/12/2024,"1,91%","R$ 2,19 B","R$ 509,75 M","R$ 1,24 B","- R$ 539,53 M","R$ 1,78 B","R$ 718,73 M","R$ 1,55","R$ 15,62","R$ 22,53","-8,25%",-,-,-,-,-,-,-,-,-,"R$ 157,71 M","19,75%","14,46%","29,92%","21,91%","9,98%","2,68%","28,65%","6,00%","32,91%","47,14%","0,45","3,21","2,21","3,68","R$ 1,78 B","R$ 36,07 B","R$ 812,68 M","R$ 15,94 B","R$ 16,76 B","R$ 14,98 B","R$ 11,25 B","R$ 24,23",464.179.128,0,464.179.128,14.166,0,14.166,464.164.962,0,464.164.962,"R$ 128,23 M","R$ 1,21 B","- R$ 1,15 B","R$ 244,42 M","- R$ 614,72 M","- R$ 486,50 M","- R$ 1,55 B","R$ 264,66 M",,,,,,,,,
BRBI11,BR PARTNERS,BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.,ATIVO,FASE OPERACIONAL,Nível 2 de Governança Corporativa,Participação em outras sociedades. nacionais ou estrangeiras. na qualidade de sócia. acionista ou quotista. e a administração de bens próprios.,BRBI11,13/12/2024,UNT,"R$ 14,20",1 Ação,"R$ 3,70 M",ITR - 30/09/2024,Financeiro,Intermediários Financeiros,Bancos,IGC,"7,66","1,76","4,21","-5,29","-5,22","0,12","54,78","1,97","-0,13",NA,NA,NA,NA,NA,NA,NA,NA,30/09/2024,"R$ 14,20",13/12/2024,"8,24%","R$ 104,50 M","R$ 104,50 M","R$ 12,19 M","- R$ 2,17 M","R$ 14,36 M","R$ 50,12 M","R$ 0,16","R$ 12,30","R$ 15,78","3,02%","3,64%","52,60%","23,57%","9,90%","3,20%",-,-,-,-,"R$ 4,74 M","0,21%","0,21%","0,31%","0,31%","25,08%","2,07%","100,00%","54,93%","7,68%","9,87%","0,04","15,31","14,31","322,45","R$ 308,21 M","R$ 12,96 B","R$ 11,58 B","R$ 0,00","R$ 11,58 B","R$ 11,28 B","R$ 846,57 M","R$ 2,69",200.546.184,114.440.928,314.987.112,0,0,0,200.546.184,114.440.928,314.987.112,"- R$ 1,02 B","- R$ 1,27 M","R$ 371,28 M","- R$ 637,65 M","- R$ 3,47 M","- R$ 1,03 B","- R$ 3,60 M","- R$ 285,41 M",,,,,,,,,
BRFS3,BRF SA,BRF S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Holding Operacional,BRFS3,13/12/2024,ON,"R$ 27,79",1 Ação,"R$ 184,66 M",ITR - 30/09/2024,Consumo não Cíclico,Alimentos Processados,Carnes e Derivados,"AGFS, IBOVESPA, IBRA, IBRX, IBRX50, ICO2, ICON, IGC, IGCT, IGNM, INDX, ISE, ITAG, IVBX, MLCX","14,30","2,83","0,80","4,84","5,12","0,77","7,93","5,34","-1,33","9,43","5,95","0,95","5,75","6,09","0,92","R$ 46,76 B","R$ 55,58 B",30/09/2024,"R$ 27,79",13/12/2024,"2,09%","R$ 15,52 B","R$ 4,21 B","R$ 2,02 B","- R$ 858,02 M","R$ 2,87 B","R$ 1,02 B","R$ 0,61","R$ 12,13","R$ 28,69","114,64%","109,27%","311,58%","103,07%","38,87%","11,58%","30,46%","6,88%","-16,23%","-3,48%","R$ 190,49 M","15,88%","15,27%","24,05%","23,13%","23,15%","5,52%","24,99%","5,61%","10,12%","16,03%","0,98","3,66","2,66","0,94","R$ 10,72 B","R$ 60,49 B","R$ 1,02 B","R$ 18,53 B","R$ 19,54 B","R$ 8,82 B","R$ 16,53 B","R$ 9,82",1.682.473.246,0,1.682.473.246,44.306.771,0,44.306.771,1.638.166.475,0,1.638.166.475,"R$ 3,82 B","- R$ 647,79 M","- R$ 3,72 B","- R$ 735,50 M","- R$ 170,57 M","R$ 3,65 B","- R$ 542,27 M","R$ 9,13 B",,,,,,,,,
BRKM3,BRASKEM,BRASKEM S.A.,ATIVO,FASE OPERACIONAL,Nível 1 de Governança Corporativa,Produção de produtos químicos. utilidades. energia elétrica e outros;prestação de serviços industriais;participação em outras sociedades;locação de bens; representação/consignação de produtos químicos,BRKM3,13/12/2024,ON,"R$ 13,28",1 Ação,"R$ 656,53 mil",ITR - 30/09/2024,Materiais Básicos,Químicos,Petroquímicos,"IGC, ITAG","-1,46","-423,48","0,14","4,02","-8,56","0,11","-51,14","1,41","-0,12","-209,00","8,67","0,58","16,44","-34,97","0,47","R$ 10,43 B","R$ 43,26 B",30/09/2024,"R$ 13,28",13/12/2024,"0,00%","R$ 21,26 B","R$ 2,25 B","R$ 1,02 B","- R$ 1,29 B","R$ 2,31 B","- R$ 593,00 M","- R$ 0,74","R$ 13,28","R$ 26,66","-37,94%","-25,98%","-46,88%","-27,15%","-73,41%","-35,72%","-31,05%","-8,88%","-46,45%","-11,73%","R$ 433,33 mil","-0,26%","-0,40%","-0,39%","-0,61%","-144,31%","-7,88%","7,82%","-9,67%","-0,28%","6,66%","0,81","-3.706,00","-3.707,00","6,58","R$ 11,92 B","R$ 92,65 B","R$ 1,83 B","R$ 42,92 B","R$ 44,75 B","R$ 32,83 B","- R$ 25,00 M","- R$ 0,03",451.668.652,345.539.155,797.207.807,0,27,27,451.668.652,345.539.128,797.207.780,"- R$ 790,00 M","- R$ 629,00 M","- R$ 637,00 M","- R$ 2,29 B","- R$ 838,00 M","- R$ 1,63 B","- R$ 3,87 B","- R$ 1,24 B",,,,,,,,,
BRKM5,BRASKEM,BRASKEM S.A.,ATIVO,FASE OPERACIONAL,Nível 1 de Governança Corporativa,Produção de produtos químicos. utilidades. energia elétrica e outros;prestação de serviços industriais;participação em outras sociedades;locação de bens; representação/consignação de produtos químicos,BRKM5,13/12/2024,PNA,"R$ 12,82",1 Ação,"R$ 140,10 M",ITR - 30/09/2024,Materiais Básicos,Químicos,Petroquímicos,"IBOVESPA, IBRA, IBRX, ICO2, IGC, IGCT, IMAT, INDX, ITAG, IVBX, SMLL","-1,41","-408,81","0,14","3,88","-8,26","0,11","-49,37","1,36","-0,12","-209,00","8,67","0,58","16,44","-34,97","0,47","R$ 10,43 B","R$ 43,26 B",30/09/2024,"R$ 12,82",13/12/2024,"0,00%","R$ 21,26 B","R$ 2,25 B","R$ 1,02 B","- R$ 1,29 B","R$ 2,31 B","- R$ 593,00 M","- R$ 0,74","R$ 12,82","R$ 27,42","-39,24%","-26,36%","-46,56%","-26,93%","-76,09%","-37,96%","-28,95%","-8,19%","-48,27%","-12,34%","R$ 54,91 M","-0,26%","-0,40%","-0,39%","-0,61%","-144,31%","-7,88%","7,82%","-9,67%","-0,28%","6,66%","0,81","-3.706,00","-3.707,00","6,58","R$ 11,92 B","R$ 92,65 B","R$ 1,83 B","R$ 42,92 B","R$ 44,75 B","R$ 32,83 B","- R$ 25,00 M","- R$ 0,03",451.668.652,345.539.155,797.207.807,0,27,27,451.668.652,345.539.128,797.207.780,"- R$ 790,00 M","- R$ 629,00 M","- R$ 637,00 M","- R$ 2,29 B","- R$ 838,00 M","- R$ 1,63 B","- R$ 3,87 B","- R$ 1,24 B",,,,,,,,,
BRKM6,BRASKEM,BRASKEM S.A.,ATIVO,FASE OPERACIONAL,Nível 1 de Governança Corporativa,Produção de produtos químicos. utilidades. energia elétrica e outros;prestação de serviços industriais;participação em outras sociedades;locação de bens; representação/consignação de produtos químicos,BRKM6,12/12/2024,PNB,"R$ 9,00",1 Ação,"R$ 900,00",ITR - 30/09/2024,Materiais Básicos,Químicos,Petroquímicos,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 9,00","R$ 16,00","-39,96%","-40,00%","-69,69%","-44,59%","-73,05%","-35,12%","-58,25%","-19,51%","-61,01%","-17,09%","R$ 1,42 mil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRKM3,BRKM5,,
BRQB3,BRQ,BRQ SOLUCOES EM INFORMATICA S.A.,ATIVO,FASE OPERACIONAL,Bovespa Mais,Prestação de Serviços de Transformação Digital com propósito de acelerar negócios através da inteligência e tecnologia da informação (TI),BRQB3,NA,ON,NA,NA,NA,ITR - 30/09/2024,Tecnologia da Informação,Programas e Serviços,Programas e Serviços,-,"0,00","0,00","0,00","0,00",NA,"0,00","0,00","0,00","0,00",NA,NA,NA,NA,NA,NA,NA,NA,30/09/2024,"R$ 0,00",//0,"0,00%","R$ 148,55 M","R$ 56,14 M","R$ 28,43 M","- R$ 3,12 M","R$ 31,55 M","R$ 21,31 M","R$ 0,16",,,,,,,,,,,,,,"70,67%","59,53%","107,08%","90,20%","32,29%","17,70%","35,98%","11,33%","16,31%","18,44%","1,56","1,63","0,63","-0,12","R$ 21,50 M","R$ 383,36 M","R$ 8,65 M","R$ 322,00 mil","R$ 8,97 M","- R$ 12,53 M","R$ 234,93 M","R$ 1,76",133.186.083,0,133.186.083,1.318.911,0,1.318.911,131.867.172,0,131.867.172,"R$ 44,06 M","- R$ 2,23 M","- R$ 11,12 M","R$ 29,69 M",NA,NA,NA,NA,,,,,,,,,
BRSR3,BANRISUL,BCO ESTADO DO RIO GRANDE DO SUL S.A.,ATIVO,FASE OPERACIONAL,Nível 1 de Governança Corporativa,Banco Múltiplo atuante nas carteiras comercial. crédito. financiamento e investimento. crédito imobiliário. desenvolvimento e arrendamento mercantil e de investimentos.,BRSR3,13/12/2024,ON,"R$ 12,07",1 Ação,"R$ 54,17 mil",ITR - 30/09/2024,Financeiro,Intermediários Financeiros,Bancos,"IGC, ITAG","6,16","0,48","0,28","0,28",,"0,03",,,,,,,,,,"R$ 4,55 B",,30/09/2024,"R$ 12,07",13/12/2024,"6,58%",,,,,,"R$ 24,16 M",,"R$ 10,87","R$ 14,28","-5,05%","-2,08%","34,66%","16,07%","24,36%","7,54%","4,48%","1,10%","-28,35%","-6,44%","R$ 89,84 mil",,,,,"8,28%","0,64%","29,76%","4,49%",,,"0,14","13,86","12,86",,,"R$ 142,41 B",,,,,"R$ 10,27 B","R$ 25,12",205.065.000,203.909.000,408.974.000,0,0,0,205.065.000,203.909.000,408.974.000,"R$ 1,24 B","- R$ 1,59 B","- R$ 103,86 M","- R$ 448,94 M","- R$ 46,45 M",,"- R$ 154,66 M",,"R$ 3,99 B","R$ 1,34 B","R$ 630,31 M",,,,,,
BRSR5,BANRISUL,BCO ESTADO DO RIO GRANDE DO SUL S.A.,ATIVO,FASE OPERACIONAL,Nível 1 de Governança Corporativa,Banco Múltiplo atuante nas carteiras comercial. crédito. financiamento e investimento. crédito imobiliário. desenvolvimento e arrendamento mercantil e de investimentos.,BRSR5,11/12/2024,PNA,"R$ 14,80",1 Ação,"R$ 2,96 mil",ITR - 30/09/2024,Financeiro,Intermediários Financeiros,Bancos,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 13,88","R$ 19,59","-7,14%","-15,37%","9,83%","4,81%","-3,33%","-1,12%","10,26%","2,46%","-15,14%","-3,20%","R$ 1,37 mil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRSR3,BRSR6,,
BRSR6,BANRISUL,BCO ESTADO DO RIO GRANDE DO SUL S.A.,ATIVO,FASE OPERACIONAL,Nível 1 de Governança Corporativa,Banco Múltiplo atuante nas carteiras comercial. crédito. financiamento e investimento. crédito imobiliário. desenvolvimento e arrendamento mercantil e de investimentos.,BRSR6,13/12/2024,PNB,"R$ 10,17",1 Ação,"R$ 16,98 M",ITR - 30/09/2024,Financeiro,Intermediários Financeiros,Bancos,"IBRA, IDIV, IFNC, IGC, IGCT, ITAG, SMLL","5,19","0,40","0,23","0,24",,"0,03",,,,,,,,,,"R$ 4,55 B",,30/09/2024,"R$ 10,17",13/12/2024,"15,80%",,,,,,"R$ 24,16 M",,"R$ 10,17","R$ 14,60","-15,27%","-14,74%","28,27%","13,27%","28,95%","8,85%","0,26%","0,06%","-29,89%","-6,85%","R$ 13,16 M",,,,,"8,28%","0,64%","29,76%","4,49%",,,"0,14","13,86","12,86",,,"R$ 142,41 B",,,,,"R$ 10,27 B","R$ 25,12",205.065.000,203.909.000,408.974.000,0,0,0,205.065.000,203.909.000,408.974.000,"R$ 1,24 B","- R$ 1,59 B","- R$ 103,86 M","- R$ 448,94 M","- R$ 46,45 M",,"- R$ 154,66 M",,"R$ 3,99 B","R$ 1,34 B","R$ 630,31 M",,,,,,
BRST3,BRISANET,BRISANET SERVIÇOS DE TELECOMUNICAÇÕES S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Provedor de internet via fibra óptica. TV por assinatura. streaming de música. telefonia fixa e móvel.,BRST3,13/12/2024,ON,"R$ 2,95",1 Ação,"R$ 309,81 mil",ITR - 30/09/2024,Comunicações,Telecomunicações,Telecomunicações,-,"10,60","0,84","0,94","1,88","1.241,23","0,32","6,29","3,33","-0,61","15,74","5,45","2,36","4,71","3.105,46","0,80","R$ 1,29 B","R$ 3,23 B",30/09/2024,"R$ 2,95",13/12/2024,"2,96%","R$ 364,69 M","R$ 151,60 M","R$ 44,58 M","- R$ 105,40 M","R$ 149,98 M","R$ 17,44 M","R$ 0,01","R$ 2,95","R$ 3,07","-3,59%",-,-,-,-,-,-,-,-,-,"R$ 66,42 mil","5,67%","5,51%","8,60%","8,35%","7,94%","3,81%","42,40%","8,89%","14,99%","43,25%","0,43","2,65","1,65","3,27","R$ 16,26 M","R$ 4,06 B","R$ 417,87 M","R$ 1,54 B","R$ 1,96 B","R$ 1,94 B","R$ 1,53 B","R$ 1,12",1.368.739.142,0,1.368.739.142,0,0,0,1.368.739.142,0,1.368.739.142,"R$ 207,19 M","- R$ 958,76 M","R$ 615,54 M","- R$ 136,03 M","- R$ 276,19 M","- R$ 69,00 M","- R$ 685,25 M","R$ 1,04 M",,,,,,,,,
BSLI10,BRB BANCO,BRB BCO DE BRASILIA S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,O BRB é uma instituição financeira de economia mista. controlada pelo Governo do Distrito Federal. organizada sob a forma de banco múltiplo.,BSLI10,NA,,NA,NA,NA,ITR - 30/09/2024,Financeiro,Intermediários Financeiros,Bancos,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BSLI3,BSLI4,,
BSLI3,BRB BANCO,BRB BCO DE BRASILIA S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,O BRB é uma instituição financeira de economia mista. controlada pelo Governo do Distrito Federal. organizada sob a forma de banco múltiplo.,BSLI3,13/12/2024,ON,"R$ 7,95",1 Ação,"R$ 1,61 mil",ITR - 30/09/2024,Financeiro,Intermediários Financeiros,Bancos,-,"17,57","1,10","0,42","0,80",,"0,06",,,,,,,,,,"R$ 3,22 B",,30/09/2024,"R$ 7,95",13/12/2024,"0,88%",,,,,,"R$ 85,98 M",,"R$ 7,83","R$ 14,20","-39,90%","-44,02%","-49,49%","-28,96%","-66,40%","-30,48%","-45,40%","-13,99%","72,21%","11,46%","R$ 4,03 mil",,,,,"7,29%","0,38%","31,09%","2,40%",,,"0,16","19,33","18,33",,,"R$ 55,45 B",,,,,"R$ 2,87 B","R$ 0,01",284.785.449.000,113.056.415.000,397.841.864.000,0,0,0,284.785.449.000,113.056.415.000,397.841.864.000,"R$ 1,02 B","- R$ 443,20 M","R$ 371,61 M","R$ 952,29 M","- R$ 17,44 M",,"- R$ 91,57 M",,"R$ 1,61 B","R$ 762,09 M","R$ 65,66 M",,,,,,
BSLI4,BRB BANCO,BRB BCO DE BRASILIA S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,O BRB é uma instituição financeira de economia mista. controlada pelo Governo do Distrito Federal. organizada sob a forma de banco múltiplo.,BSLI4,13/12/2024,PN,"R$ 8,46",1 Ação,"R$ 10,54 mil",ITR - 30/09/2024,Financeiro,Intermediários Financeiros,Bancos,-,"18,70","1,17","0,45","0,85",,"0,06",,,,,,,,,,"R$ 3,22 B",,30/09/2024,"R$ 8,46",13/12/2024,"0,91%",,,,,,"R$ 85,98 M",,"R$ 8,01","R$ 17,91","-30,69%","-31,53%","-35,55%","-19,74%","-44,22%","-17,70%","-8,76%","-2,23%","118,48%","16,32%","R$ 4,84 mil",,,,,"7,29%","0,38%","31,09%","2,40%",,,"0,16","19,33","18,33",,,"R$ 55,45 B",,,,,"R$ 2,87 B","R$ 0,01",284.785.449.000,113.056.415.000,397.841.864.000,0,0,0,284.785.449.000,113.056.415.000,397.841.864.000,"R$ 1,02 B","- R$ 443,20 M","R$ 371,61 M","R$ 952,29 M","- R$ 17,44 M",,"- R$ 91,57 M",,"R$ 1,61 B","R$ 762,09 M","R$ 65,66 M",,,,,,
BSLI9,BRB BANCO,BRB BCO DE BRASILIA S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,O BRB é uma instituição financeira de economia mista. controlada pelo Governo do Distrito Federal. organizada sob a forma de banco múltiplo.,BSLI9,NA,,NA,NA,NA,ITR - 30/09/2024,Financeiro,Intermediários Financeiros,Bancos,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BSLI3,BSLI4,,
CALI11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALI3,CONST A LIND,CONSTRUTORA ADOLPHO LINDENBERG S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,,CALI3,11/11/2024,ON,"R$ 25,00",1 Ação,"R$ 2,50 mil",ITR - 30/09/2024,Consumo Cíclico,Construção Civil,Incorporações,-,"-567,22","3,14","1,83","-5,12","-5,01","0,38","8,32","3,49","-0,49","12,85","10,75","2,83","-7,91","-7,74","0,58","R$ 93,02 M","R$ 143,65 M",30/09/2024,"R$ 25,00",11/11/2024,"2,47%","R$ 11,36 M","R$ 1,64 M","R$ 4,94 M","- R$ 1,13 M","R$ 6,07 M","R$ 1,31 M","R$ 0,35","R$ 17,13","R$ 28,38","38,00%","27,72%","219,01%","83,58%",-,-,-,-,-,-,"R$ 38,46","4,48%","10,47%","6,80%","15,86%","-0,51%","-0,08%","30,34%","-0,32%","22,01%","26,33%","0,25","8,29","7,29","3,79","R$ 8,18 M","R$ 245,82 M","R$ 13,43 M","R$ 45,37 M","R$ 58,80 M","R$ 50,62 M","R$ 29,66 M","R$ 7,97",3.720.971,0,3.720.971,0,0,0,3.720.971,0,3.720.971,"- R$ 12,22 M","R$ 6,65 M","R$ 6,68 M","R$ 1,12 M","R$ 15,00 mil","- R$ 12,21 M","- R$ 401,00 mil","- R$ 18,57 M",,,,,,,,,
CAMB3,CAMBUCI,CAMBUCI S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,,CAMB3,13/12/2024,ON,"R$ 10,43",1 Ação,"R$ 305,01 mil",ITR - 30/09/2024,Consumo Cíclico,Tecidos. Vestuário e Calçados,Calçados,-,"5,92","1,56","0,97","4,10","5,16","1,11","4,54","3,74","142,05","4,57","4,03","0,97","4,12","5,18","1,11","R$ 440,93 M","R$ 443,26 M",30/09/2024,"R$ 10,43",13/12/2024,"6,39%","R$ 124,31 M","R$ 60,80 M","R$ 26,58 M","- R$ 3,53 M","R$ 30,11 M","R$ 20,65 M","R$ 0,49","R$ 8,91","R$ 12,37","10,46%","14,58%","92,92%","38,96%","158,61%","37,30%","112,43%","20,74%",-,-,"R$ 491,72 mil","23,14%","25,98%","35,06%","39,36%","34,00%","21,04%","48,72%","16,39%","21,35%","24,16%","1,28","1,41","0,41","0,02","R$ 1,22 M","R$ 398,02 M","R$ 1,26 M","R$ 2,30 M","R$ 3,56 M","R$ 2,33 M","R$ 283,14 M","R$ 6,70",42.275.080,0,42.275.080,401.507,0,401.507,41.873.573,0,41.873.573,"R$ 25,00 M","- R$ 4,13 M","- R$ 10,83 M","R$ 10,02 M","- R$ 3,49 M","R$ 21,51 M","- R$ 22,00 M","R$ 85,50 M",,,,,,,,,
CAML3,CAMIL,CAMIL ALIMENTOS S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Industrialização e comercialização de grãos. pescados. açúcar. massas. biscoitos e café.,CAML3,13/12/2024,ON,"R$ 6,81",1 Ação,"R$ 3,40 M",ITR - 31/08/2024,Consumo não Cíclico,Alimentos Processados,Alimentos Diversos,"AGFS, IBRA, ICON, IGC, IGCT, IGNM, INDX, ISE, ITAG, SMLL","5,34","0,69","0,20","184,62","-8,46","0,20","3,05","0,59","-0,52","8,01","6,00","0,53","485,51","-22,25","0,52","R$ 2,38 B","R$ 6,27 B",31/08/2024,"R$ 6,81",13/12/2024,"4,31%","R$ 3,26 B","R$ 698,26 M","R$ 221,43 M","- R$ 66,13 M","R$ 287,56 M","R$ 118,75 M","R$ 0,34","R$ 6,81","R$ 9,91","-10,67%","-12,01%","-10,67%","-5,49%","-23,59%","-8,58%","-31,31%","-8,97%","2,98%","0,59%","R$ 4,02 M","9,09%","8,34%","13,78%","12,63%","15,15%","4,24%","20,91%","3,77%","6,61%","8,82%","1,12","3,51","2,51","3,72","R$ 2,65 B","R$ 12,08 B","R$ 2,09 B","R$ 4,44 B","R$ 6,53 B","R$ 3,88 B","R$ 3,44 B","R$ 9,83",350.000.000,0,350.000.000,8.928.768,0,8.928.768,341.071.232,0,341.071.232,"- R$ 178,69 M","- R$ 100,42 M","R$ 926,07 M","R$ 621,02 M","- R$ 65,98 M","- R$ 244,67 M","- R$ 294,64 M","- R$ 281,73 M",,,,,,,,,
CASH3,MELIUZ,MÉLIUZ S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Portal virtual para veiculação e divulgação de marcas. produtos e outros materiais. locação de espaço publicitário. intermediação de negócios. licenciamento de softwares e participação em sociedades.,CASH3,13/12/2024,ON,"R$ 2,95",1 Ação,"R$ 4,79 M",ITR - 30/09/2024,Tecnologia da Informação,Programas e Serviços,Programas e Serviços,"GPTW, IBRA, IGC, IGCT, IGNM, ITAG, SMLL","-8,26","0,80","0,71","8,83","8,80","0,55","-2,61","1,19","3,98","-2,26","-2,59","0,62","7,66","7,64","0,47","R$ 257,15 M","R$ 223,24 M",30/09/2024,"R$ 2,95",13/12/2024,"167,53%","R$ 90,29 M","R$ 4,27 M","R$ 4,27 M","- R$ 3,12 M","R$ 7,39 M","R$ 9,52 M","R$ 0,11","R$ 2,67","R$ 4,42","-9,14%","-12,88%","-42,80%","-24,40%","-79,66%","-41,21%","-71,49%","-26,94%",-,-,"R$ 3,75 M","-13,02%","-10,56%","-19,72%","-16,00%","-3,99%","-2,59%","-27,33%","-8,63%","-27,33%","-23,92%","0,30","1,47","0,47","0,39","R$ 34,16 M","R$ 470,64 M","R$ 155,00 mil","R$ 96,00 mil","R$ 251,00 mil","- R$ 33,91 M","R$ 319,91 M","R$ 3,67",87.169.265,0,87.169.265,0,0,0,87.169.265,0,87.169.265,"R$ 16,15 M","R$ 169,18 M","- R$ 216,38 M","- R$ 30,73 M","- R$ 23,00 mil","R$ 16,12 M","R$ 84,00 mil","R$ 29,22 M",,,,,,,,,
