Ticker,Empresa,Razão Social,Situação Registro,Situação Emissor,Segmento de Listagem,Atividade,Ação,Data da Cotação,Tipo de Ação,Último Preço de Fechamento,Fator de Cotação,Volume Financeiro Transacionado,Último Demonstrativo Financeiro,Setor,Subsetor,Segmento,Participação em Índices,Preço/Lucro,Preço/VPA,Preço/Receita Líquida,Preço/FCO,Preço/FCF,Preço/Ativo Total,Preço/EBIT,Preço/Capital Giro,Preço/NCAV,EV/EBIT,EV/EBITDA,EV/Receita Líquida,EV/FCO,EV/FCF,EV/Ativo Total,Market Cap Empresa,Enterprise Value,Data Demonstração Financeira Atual,Preço Atual da Ação,Data do Preço da Ação,Dividend Yield,Receita Líquida,Resultado Bruto,EBIT,Depreciação e Amortização,EBITDA,Lucro Líquido,Lucro/Ação,Menor Preço 52 semanas,Maior Preço 52 semanas,Variação 2024,Variação 1 ano,Variação 2 anos(total),Variação 2 anos(anual),Variação 3 anos(total),Variação 3 anos(anual),Variação 4 anos(total),Variação 4 anos(anual),Variação 5 anos(total),Variação 5 anos(anual),Volume Diário Médio (3 meses),Retorno s/ Capital Tangível Inicial,Retorno s/ Capital Investido Inicial,Retorno s/ Capital Tangível Inicial Pré-Impostos,Retorno s/ Capital Investido Inicial Pré-Impostos,Retorno s/ Patrimônio Líquido Inicial,Retorno s/ Ativo Inicial,Margem Bruta,Margem Líquida,Margem EBIT,Margem EBITDA,Giro do Ativo Inicial,Alavancagem Financeira,Passivo/Patrimônio Líquido,Dívida Líquida/EBITDA,Caixa e Equivalentes de Caixa,Ativo Total,Dívida de Curto Prazo,Dívida de Longo Prazo,Dívida Bruta,Dívida Líquida,Patrimônio Líquido,Valor Patrimonial da Ação,Ações Ordinárias,Ações Preferenciais,Total,Ações Ordinárias em Tesouraria,Ações Preferenciais em Tesouraria,Total em Tesouraria,Ações Ordinárias (Exceto Tesouraria),Ações Preferenciais (Exceto Tesouraria),Total (Exceto Tesouraria),Fluxo de Caixa Operacional,Fluxo de Caixa de Investimentos,Fluxo de Caixa de Financiamentos,Aumento (Redução) de Caixa e Equivalentes,CAPEX 3 meses,Fluxo de Caixa Livre 3 meses,CAPEX 12 meses,Fluxo de Caixa Livre 12 meses,Receita de Intermediação Financeira,Resultado Bruto de Intermediação Financeira,Receita de Prestação de Serviços,Não existem dados para este código de negociação,Dados existentes para códigos de negociação abaixo:,Ordinária,Preferencial,Sem dados para mostrar,Unit
CSUD3,CSU DIGITAL,CSU DIGITAL S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Terceirização em administração e processamento de meios eletrônicos de pagamento. gestão em terceirização de contact center. desenvolvimento e gestão operacional de programas de fidelidade e incentivo,CSUD3,10/12/2024,ON,"R$ 14,50",1 Ação,"R$ 1,16 M",ITR - 30/09/2024,Financeiro,Serviços Financeiros Diversos,Serviços Financeiros Diversos,"IGC, IGNM, ITAG","3,85","1,31","0,64","2,21","2,28","0,90","2,80","17,62","-3,41","2,79","1,85","0,63","2,21","2,27","0,90","R$ 606,10 M","R$ 604,14 M",30/09/2024,"R$ 14,50",10/12/2024,"7,49%","R$ 140,82 M","R$ 59,30 M","R$ 32,40 M","- R$ 15,54 M","R$ 47,94 M","R$ 22,15 M","R$ 0,53","R$ 14,40","R$ 20,50","-20,29%","-17,79%","40,21%","18,36%",-,-,-,-,-,-,"R$ 767,55 mil",NA,NA,NA,NA,NA,NA,"40,51%","16,52%","22,76%","34,29%",NA,"1,46","0,46","-0,01","R$ 80,91 M","R$ 673,60 M","R$ 36,77 M","R$ 42,18 M","R$ 78,95 M","- R$ 1,96 M","R$ 461,39 M","R$ 11,04",41.800.000,0,41.800.000,519.000,0,519.000,41.281.000,0,41.281.000,"R$ 40,63 M","- R$ 19,65 M","- R$ 18,91 M","R$ 2,01 M","- R$ 2,16 M","R$ 38,46 M","- R$ 8,10 M","R$ 265,85 M",,,,,,,,,
CTCA3,CTC S.A.,CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,ATIVO,FASE OPERACIONAL,Bovespa Mais,Com sua atuação em biotecnologia e melhoramento genético o CTC busca busca promover o aumento da produtividade. a redução de custos e soluções agrícolas e industriais para o setor sucroenergético.,CTCA3,NA,ON,NA,NA,NA,ITR - 30/09/2024,Consumo não Cíclico,Agropecuária,Agricultura,-,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",NA,NA,NA,NA,NA,NA,NA,NA,30/09/2024,"R$ 0,00",//0,"0,00%","R$ 100,13 M","R$ 69,76 M","R$ 32,16 M","- R$ 9,88 M","R$ 42,04 M","R$ 48,03 M","R$ 0,15",,,,,,,,,,,,,,"28,63%","13,73%","43,38%","20,81%","17,55%","15,88%","69,25%","40,89%","38,81%","48,77%","0,39","1,23","0,23","-0,36","R$ 246,08 M","R$ 1,31 B","R$ 12,85 M","R$ 162,41 M","R$ 175,26 M","- R$ 70,82 M","R$ 1,07 B","R$ 3,32",320.748.000,0,320.748.000,0,0,0,320.748.000,0,320.748.000,"R$ 100,12 M","- R$ 35,89 M","R$ 20,32 M","R$ 84,49 M","R$ 0,00","R$ 61,11 M","R$ 382,07 M","R$ 226,38 M",,,,,,,,,
CTKA3,KARSTEN,KARSTEN S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Fabricação. exportação. importação e o comércio atacadista e varejista de fios. tecidos e produtos têxteis em geral.,CTKA3,21/11/2024,ON,"R$ 21,89",1 Ação,"R$ 19,66 mil",ITR - 30/09/2024,Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos,-,"2,01","-2,40","0,19","1,39","1,82","0,21","1,73","0,69","-0,27","7,45","6,01","0,84","5,98","7,86","0,90","R$ 136,97 M","R$ 584,97 M",30/09/2024,"R$ 21,89",21/11/2024,"0,00%","R$ 171,86 M","R$ 79,97 M","R$ 35,06 M","- R$ 4,64 M","R$ 39,70 M","R$ 26,58 M","R$ 4,28","R$ 13,00","R$ 21,89","47,61%","21,61%","0,78%","0,38%","-18,01%","-6,49%","-36,68%","-10,92%","82,42%","12,90%","R$ 1,55 mil","12,14%","13,44%","18,39%","20,37%","-54,42%","10,88%","45,77%","9,66%","11,22%","13,92%","1,13","-11,50","-12,50","4,60","R$ 4,88 M","R$ 650,92 M","R$ 44,78 M","R$ 408,11 M","R$ 452,89 M","R$ 448,01 M","- R$ 56,60 M","- R$ 9,12",2.878.000,3.327.000,6.205.000,0,0,0,2.878.000,3.327.000,6.205.000,"R$ 34,20 M","- R$ 10,31 M","- R$ 21,20 M","R$ 2,69 M","- R$ 12,13 M","R$ 22,07 M","- R$ 23,35 M","R$ 74,46 M",,,,,,,,,
CTKA4,KARSTEN,KARSTEN S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Fabricação. exportação. importação e o comércio atacadista e varejista de fios. tecidos e produtos têxteis em geral.,CTKA4,09/12/2024,PN,"R$ 22,23",1 Ação,"R$ 2,22 mil",ITR - 30/09/2024,Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos,-,"2,04","-2,44","0,20","1,41","1,85","0,21","1,76","0,70","-0,27","7,45","6,01","0,84","5,98","7,86","0,90","R$ 136,97 M","R$ 584,97 M",30/09/2024,"R$ 22,23",09/12/2024,"0,00%","R$ 171,86 M","R$ 79,97 M","R$ 35,06 M","- R$ 4,64 M","R$ 39,70 M","R$ 26,58 M","R$ 4,28","R$ 15,46","R$ 22,49","20,88%","14,00%","139,29%","54,60%","26,02%","8,01%","-1,24%","-0,31%","75,18%","11,86%","R$ 9,71 mil","12,14%","13,44%","18,39%","20,37%","-54,42%","10,88%","45,77%","9,66%","11,22%","13,92%","1,13","-11,50","-12,50","4,60","R$ 4,88 M","R$ 650,92 M","R$ 44,78 M","R$ 408,11 M","R$ 452,89 M","R$ 448,01 M","- R$ 56,60 M","- R$ 9,12",2.878.000,3.327.000,6.205.000,0,0,0,2.878.000,3.327.000,6.205.000,"R$ 34,20 M","- R$ 10,31 M","- R$ 21,20 M","R$ 2,69 M","- R$ 12,13 M","R$ 22,07 M","- R$ 23,35 M","R$ 74,46 M",,,,,,,,,
CTSA3,SANTANENSE,CIA TECIDOS SANTANENSE,ATIVO,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE,Tradicional - BOVESPA,Indústria têxtil,CTSA3,10/12/2024,ON,"R$ 1,64",1 Ação,"R$ 328,00",DFP - 31/12/2023,Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos,-,"-0,48","0,21","0,46","-0,86","-0,86","0,07","-0,67","-0,33","-0,08","-3,23","-3,84","2,19","-4,10","-4,10","0,35","R$ 33,00 M","R$ 218,59 M",31/12/2023,"R$ 1,64",10/12/2024,"0,00%","R$ 43,04 M","- R$ 2,85 M","- R$ 13,29 M","- R$ 2,66 M","- R$ 10,63 M","- R$ 13,76 M","- R$ 0,49","R$ 1,64","R$ 5,91","-65,76%","-67,97%","-43,25%","-24,61%","-79,20%","-40,72%","-83,37%","-36,12%","-79,29%","-26,99%","R$ 2,33 mil","-9,00%","-10,07%","-13,64%","-15,26%","-30,39%","-15,13%","-30,34%","-94,57%","-67,67%","-56,91%","0,16","2,86","1,86","-3,26","R$ 27,59 M","R$ 620,28 M","R$ 177,20 M","R$ 35,98 M","R$ 213,18 M","R$ 185,59 M","R$ 216,77 M","R$ 7,79",9.510.277,18.314.504,27.824.781,0,0,0,9.510.277,18.314.504,27.824.781,"R$ 8,99 M","- R$ 19,28 M","R$ 4,12 M","- R$ 6,17 M","- R$ 1,17 M","R$ 7,82 M","R$ 39,00 mil","- R$ 53,29 M",,,,,,,,,
CTSA4,SANTANENSE,CIA TECIDOS SANTANENSE,ATIVO,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE,Tradicional - BOVESPA,Indústria têxtil,CTSA4,10/12/2024,PN,"R$ 0,95",1 Ação,"R$ 1,62 mil",DFP - 31/12/2023,Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos,-,"-0,28","0,12","0,26","-0,50","-0,50","0,04","-0,39","-0,19","-0,05","-3,23","-3,84","2,19","-4,10","-4,10","0,35","R$ 33,00 M","R$ 218,59 M",31/12/2023,"R$ 0,95",10/12/2024,"0,00%","R$ 43,04 M","- R$ 2,85 M","- R$ 13,29 M","- R$ 2,66 M","- R$ 10,63 M","- R$ 13,76 M","- R$ 0,49","R$ 0,80","R$ 2,51","-54,33%","-59,23%","-49,74%","-29,04%","-83,43%","-45,04%","-87,55%","-40,58%","-87,45%","-33,94%","R$ 17,30 mil","-9,00%","-10,07%","-13,64%","-15,26%","-30,39%","-15,13%","-30,34%","-94,57%","-67,67%","-56,91%","0,16","2,86","1,86","-3,26","R$ 27,59 M","R$ 620,28 M","R$ 177,20 M","R$ 35,98 M","R$ 213,18 M","R$ 185,59 M","R$ 216,77 M","R$ 7,79",9.510.277,18.314.504,27.824.781,0,0,0,9.510.277,18.314.504,27.824.781,"R$ 8,99 M","- R$ 19,28 M","R$ 4,12 M","- R$ 6,17 M","- R$ 1,17 M","R$ 7,82 M","R$ 39,00 mil","- R$ 53,29 M",,,,,,,,,
CURY3,CURY S/A,CURY CONSTRUTORA E INCORPORADORA S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Somos uma companhia com foco na incorporação e construção de empreendimentos residenciais enquadrados no programa habitacional Minha Casa Minha Vida e Sistema Brasileiro de Poupança e EmpréstimoSBPE,CURY3,10/12/2024,ON,"R$ 20,58",1 Ação,"R$ 70,22 M",ITR - 30/09/2024,Consumo Cíclico,Construção Civil,Incorporações,"IBRA, IBRX, ICON, IDIV, IGC, IGCT, IGNM, IMOB, INDX, ITAG, SMLL","9,32","5,54","1,62","11,92","12,81","1,52","7,74","4,18","-4,18","8,18","7,88","1,71","12,60","13,54","1,60","R$ 6,01 B","R$ 6,35 B",30/09/2024,"R$ 20,58",10/12/2024,"8,11%","R$ 1,06 B","R$ 409,45 M","R$ 211,20 M","- R$ 8,19 M","R$ 219,40 M","R$ 170,57 M","R$ 0,58","R$ 15,17","R$ 25,28","27,37%","34,67%","122,30%","48,93%","265,42%","53,97%","172,06%","28,41%",-,-,"R$ 52,72 M","32,73%","61,06%","49,59%","92,51%","69,80%","20,45%","38,41%","17,40%","20,96%","21,75%","1,18","3,65","2,65","0,43","R$ 760,26 M","R$ 3,96 B","R$ 141,50 M","R$ 961,03 M","R$ 1,10 B","R$ 342,27 M","R$ 1,08 B","R$ 3,71",291.875.088,0,291.875.088,1.990.800,0,1.990.800,289.884.288,0,289.884.288,"R$ 114,10 M","R$ 19,92 M","- R$ 263,29 M","- R$ 129,26 M","- R$ 10,83 M","R$ 103,27 M","- R$ 35,00 M","R$ 468,96 M",,,,,,,,,
CVCB3,CVC BRASIL,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Serviços de turismo. compreendendo a intermediação. individualmente ou na forma agregada. de passagens aéreas. transporte terrestre. reservas de hotéis. passagens de cruzeiros marítimos. entre outros.,CVCB3,10/12/2024,ON,"R$ 2,19",1 Ação,"R$ 58,72 M",ITR - 30/09/2024,Consumo Cíclico,Viagens e Lazer,Viagens e Turismo,"IBOVESPA, IBRA, IBRX, ICON, IGC, IGCT, IGNM, ITAG, SMLL","-9,87","1,98","0,75","6,20","6,39","0,29","16,53","-5,16","-0,32","21,38","5,05","0,97","8,02","8,27","0,38","R$ 1,15 B","R$ 1,49 B",30/09/2024,"R$ 2,19",10/12/2024,"0,00%","R$ 375,81 M","R$ 347,02 M","R$ 43,75 M","- R$ 55,24 M","R$ 98,99 M","R$ 14,44 M","R$ 0,03","R$ 1,71","R$ 4,01","-33,23%","-39,17%","-48,47%","-28,15%","-86,41%","-48,56%","-89,57%","-43,15%","-94,69%","-44,37%","R$ 50,65 M","17,37%","4,73%","26,32%","7,17%","-26,71%","-2,90%","85,24%","-7,58%","4,53%","19,18%","0,38","6,77","5,77","1,14","R$ 383,45 M","R$ 3,94 B","R$ 100,38 M","R$ 620,48 M","R$ 720,86 M","R$ 337,41 M","R$ 582,17 M","R$ 1,11",525.591.097,0,525.591.097,8.326,0,8.326,525.582.771,0,525.582.771,"R$ 169,22 M","- R$ 23,56 M","- R$ 4,78 M","R$ 139,29 M","- R$ 622,00 mil","R$ 168,60 M","- R$ 5,59 M","R$ 180,01 M",,,,,,,,,
CXSE3,CAIXA SEGURI,CAIXA SEGURIDADE PARTICIPAÇÕES S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Participar. direta ou indiretamente. do capital de outras sociedades relacionadas a seguridade e corretagem de seguros.,CXSE3,10/12/2024,ON,"R$ 15,99",1 Ação,"R$ 150,05 M",ITR - 30/09/2024,Financeiro,Previdência e Seguros,Seguradoras,"GPTW, IBOVESPA, IBRA, IBRX, IDIV, IFNC, IGC, IGCT, IGNM, ITAG, MLCX","13,62","3,67","0,00","15,61",NA,"3,44","12,14","116,01","-104,12","12,14","12,14","0,00","15,61",NA,"3,44","R$ 47,97 B","R$ 47,97 B",30/09/2024,"R$ 15,99",10/12/2024,"6,76%","R$ 0,00","R$ 0,00","R$ 1,19 B","R$ 0,00","R$ 1,19 B","R$ 1,09 B","R$ 0,36","R$ 11,09","R$ 16,17","34,01%","45,24%","135,93%","53,42%","131,38%","32,23%",-,-,-,-,"R$ 54,72 M","18,26%","18,26%","27,66%","27,67%","24,66%","24,46%","0,00%","0,00%","0,00%","0,00%","0,00","1,07","0,07","0,00","R$ 474,00 mil","R$ 13,94 B","R$ 0,00","R$ 0,00","R$ 0,00","- R$ 474,00 mil","R$ 13,07 B","R$ 4,36",3.000.000.000,0,3.000.000.000,0,0,0,3.000.000.000,0,3.000.000.000,"R$ 868,49 M","- R$ 28,44 M","- R$ 840,00 M","R$ 56,00 mil",NA,NA,NA,NA,,,,,,,,,
CYRE3,CYRELA REALT,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,ATIVO,FASE OPERACIONAL,Novo Mercado,Incorporação Imobiliária,CYRE3,10/12/2024,ON,"R$ 18,63",1 Ação,"R$ 111,02 M",ITR - 30/09/2024,Consumo Cíclico,Construção Civil,Incorporações,"IBOVESPA, IBRA, IBRX, IBRX50, ICON, IGC, IGCT, IGNM, IMOB, INDX, ISE, ITAG, IVBX, SMLL","4,74","0,82","1,02","-19,26","-14,76","0,37","4,36","0,93","-2,66","7,30","7,02","1,71","-32,21","-24,68","0,63","R$ 7,32 B","R$ 12,25 B",30/09/2024,"R$ 18,63",10/12/2024,"4,99%","R$ 2,03 B","R$ 676,17 M","R$ 553,50 M","- R$ 13,63 M","R$ 567,13 M","R$ 608,92 M","R$ 1,52","R$ 18,28","R$ 24,76","-17,13%","-14,75%","53,74%","23,92%","27,48%","8,42%","-23,98%","-6,62%","-16,91%","-3,63%","R$ 127,77 M","7,55%","8,90%","11,44%","13,48%","19,84%","9,07%","32,86%","21,54%","23,41%","24,33%","0,42","2,19","1,19","2,82","R$ 542,67 M","R$ 19,57 B","R$ 871,36 M","R$ 4,59 B","R$ 5,47 B","R$ 4,92 B","R$ 8,94 B","R$ 22,38",399.743.000,0,399.743.000,24.822.000,0,24.822.000,374.921.000,0,374.921.000,"- R$ 110,54 M","R$ 219,96 M","R$ 258,07 M","R$ 367,49 M","- R$ 34,02 M","- R$ 144,56 M","- R$ 115,99 M","- R$ 496,12 M",,,,,,,,,
DASA11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DASA3,DASA,DIAGNOSTICOS DA AMERICA S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Medicina Diagnóstica. Hospitais e Oncologia.,DASA3,10/12/2024,ON,"R$ 2,11",1 Ação,"R$ 1,74 M",ITR - 30/09/2024,Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos,"GPTW, IBRA, ICON, IGC, IGCT, IGNM, ISE, ITAG, SMLL","-3,02","0,31","0,18","-11,31","-4,17","0,09","2,30","0,70","-0,17","9,99","4,66","0,77","-49,12","-18,09","0,41","R$ 2,65 B","R$ 11,50 B",30/09/2024,"R$ 2,11",10/12/2024,"0,00%","R$ 3,97 B","R$ 1,14 B","R$ 441,26 M","- R$ 309,95 M","R$ 751,21 M","- R$ 87,49 M","- R$ 0,12","R$ 2,06","R$ 10,17","-76,99%","-77,55%","-84,11%","-60,04%","-93,86%","-60,52%","-96,97%","-58,26%","-96,27%","-48,07%","R$ 2,18 M","7,38%","4,22%","11,18%","6,40%","-11,04%","-3,24%","26,62%","-5,86%","7,69%","16,47%","0,55","3,28","2,28","3,59","R$ 2,70 B","R$ 28,29 B","R$ 1,66 B","R$ 9,89 B","R$ 11,55 B","R$ 8,85 B","R$ 8,62 B","R$ 11,45",752.799.844,0,752.799.844,5.361.750,0,5.361.750,747.438.094,0,747.438.094,"R$ 226,65 M","- R$ 77,59 M","- R$ 323,92 M","- R$ 174,86 M","- R$ 66,22 M","R$ 160,43 M","- R$ 401,64 M","- R$ 635,70 M",,,,,,,,,
DESK3,DESKTOP,DESKTOP S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Serviços de telefonia fixa. telecomunicações sem fio. televisão por assinatura. provedores de acesso às redes de comunicações e voz. tratamento de dados. provedores de serviços de aplicação.,DESK3,10/12/2024,ON,"R$ 12,17",1 Ação,"R$ 1,76 M",ITR - 30/09/2024,Comunicações,Telecomunicações,Telecomunicações,"IGC, IGNM, ITAG","15,06","1,06","1,28","4,14","-561,97","0,35","3,95","2,15","-0,71","7,41","4,72","2,40","7,77","-1.053,15","0,66","R$ 1,41 B","R$ 2,64 B",30/09/2024,"R$ 12,17",10/12/2024,"0,35%","R$ 288,11 M","R$ 179,32 M","R$ 91,96 M","- R$ 54,40 M","R$ 146,35 M","R$ 22,14 M","R$ 0,19","R$ 12,11","R$ 17,14","-8,54%","-19,46%","42,96%","19,51%","-22,23%","-8,03%",-,-,-,-,"R$ 2,12 M","15,43%","11,70%","23,38%","17,73%","7,41%","3,17%","62,91%","8,49%","32,36%","50,82%","0,37","2,99","1,99","2,20","R$ 587,49 M","R$ 3,97 B","R$ 171,05 M","R$ 1,65 B","R$ 1,82 B","R$ 1,23 B","R$ 1,33 B","R$ 11,50",115.534.000,0,115.534.000,121.000,0,121.000,115.413.000,0,115.413.000,"R$ 127,43 M","- R$ 343,33 M","R$ 621,94 M","R$ 406,04 M","- R$ 100,52 M","R$ 26,91 M","- R$ 342,10 M","- R$ 2,50 M",,,,,,,,,
DEXP3,DEXXOS PAR,DEXXOS PARTICIPACOES S.A.,ATIVO,FASE OPERACIONAL,Nível 1 de Governança Corporativa,Holding de instituições não-financeiras,DEXP3,10/12/2024,ON,"R$ 8,39",1 Ação,"R$ 1,06 M",ITR - 30/09/2024,Materiais Básicos,Químicos,Petroquímicos,IGC,"5,61","0,96","0,53","5,67","11,25","0,61","3,96","1,31","6,57","3,41","3,00","0,45","4,87","9,68","0,52","R$ 916,19 M","R$ 788,74 M",30/09/2024,"R$ 8,39",10/12/2024,"6,09%","R$ 494,15 M","R$ 91,69 M","R$ 58,10 M","- R$ 8,24 M","R$ 66,33 M","R$ 38,46 M","R$ 0,35","R$ 8,00","R$ 12,77","-24,26%","-24,83%","35,41%","16,32%","-10,71%","-3,70%",-,-,-,-,"R$ 724,77 mil","18,61%","26,90%","28,19%","40,76%","23,68%","11,51%","19,70%","9,38%","13,27%","15,08%","1,23","1,59","0,59","-0,48","R$ 391,84 M","R$ 1,52 B","R$ 68,17 M","R$ 196,22 M","R$ 264,39 M","- R$ 127,45 M","R$ 952,86 M","R$ 8,72",103.538.833,5.771.805,109.310.638,81,361.279,361.360,103.538.752,5.410.526,108.949.278,"R$ 8,83 M","- R$ 16,03 M","- R$ 36,52 M","- R$ 43,72 M","- R$ 16,03 M","- R$ 7,20 M","- R$ 80,38 M","R$ 81,51 M",,,,,,,,,
DEXP4,DEXXOS PAR,DEXXOS PARTICIPACOES S.A.,ATIVO,FASE OPERACIONAL,Nível 1 de Governança Corporativa,Holding de instituições não-financeiras,DEXP4,10/12/2024,PN,"R$ 8,23",1 Ação,"R$ 7,39 mil",ITR - 30/09/2024,Materiais Básicos,Químicos,Petroquímicos,IGC,"5,50","0,94","0,52","5,56","11,04","0,59","3,89","1,28","6,45","3,41","3,00","0,45","4,87","9,68","0,52","R$ 916,19 M","R$ 788,74 M",30/09/2024,"R$ 8,23",10/12/2024,"6,56%","R$ 494,15 M","R$ 91,69 M","R$ 58,10 M","- R$ 8,24 M","R$ 66,33 M","R$ 38,46 M","R$ 0,35","R$ 8,02","R$ 13,00","-25,99%","-18,95%","47,50%","21,38%","7,51%","2,44%",-,-,-,-,"R$ 44,42 mil","18,61%","26,90%","28,19%","40,76%","23,68%","11,51%","19,70%","9,38%","13,27%","15,08%","1,23","1,59","0,59","-0,48","R$ 391,84 M","R$ 1,52 B","R$ 68,17 M","R$ 196,22 M","R$ 264,39 M","- R$ 127,45 M","R$ 952,86 M","R$ 8,72",103.538.833,5.771.805,109.310.638,81,361.279,361.360,103.538.752,5.410.526,108.949.278,"R$ 8,83 M","- R$ 16,03 M","- R$ 36,52 M","- R$ 43,72 M","- R$ 16,03 M","- R$ 7,20 M","- R$ 80,38 M","R$ 81,51 M",,,,,,,,,
DIRR3,DIRECIONAL,DIRECIONAL ENGENHARIA S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Incorporação. construção e comercialização de imóveis próprios ou de terceiros e prestação de serviços de engenharia.,DIRR3,10/12/2024,ON,"R$ 30,86",1 Ação,"R$ 133,75 M",ITR - 30/09/2024,Consumo Cíclico,Construção Civil,Incorporações,"IBRA, IBRX, ICON, IDIV, IGC, IGCT, IGNM, IMOB, INDX, ITAG, SMLL","9,62","2,60","1,75","-58,03","-43,07","0,56","8,81","1,76","-1,21","10,30","9,32","2,05","-67,87","-50,37","0,66","R$ 5,35 B","R$ 6,26 B",30/09/2024,"R$ 30,86",10/12/2024,"6,68%","R$ 910,60 M","R$ 332,72 M","R$ 187,02 M","- R$ 16,26 M","R$ 203,28 M","R$ 160,46 M","R$ 0,92","R$ 18,49","R$ 33,00","51,50%","66,08%","149,48%","57,75%","186,19%","41,93%","207,38%","32,38%","214,60%","25,73%","R$ 60,60 M","7,00%","16,45%","10,60%","24,93%","28,77%","7,74%","35,49%","18,19%","19,87%","21,97%","0,43","4,63","3,63","1,35","R$ 858,17 M","R$ 9,52 B","R$ 276,79 M","R$ 1,49 B","R$ 1,77 B","R$ 907,00 M","R$ 2,06 B","R$ 11,86",173.500.000,0,173.500.000,239.545,0,239.545,173.260.455,0,173.260.455,"R$ 100,18 M","R$ 49,07 M","R$ 59,19 M","R$ 208,43 M","- R$ 17,52 M","R$ 82,65 M","- R$ 32,06 M","- R$ 124,31 M",,,,,,,,,
DMFN3,DMFINANCEIRA,DM FINANCEIRA S.A. - CRÉDITO. FINANC E INVEST,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,FINANCIAMENTO DE BENS E SERVIÇOS - INTERMEDIAÇÃO FINANCEIRA,DMFN3,12/07/2024,ON,"R$ 12,50",1 Ação,"R$ 1,25 mil",ITR - 30/09/2024,Financeiro,Intermediários Financeiros,Soc. Crédito e Financiamento,-,"-4,01","1,32","1,30","-1,06",,"0,27",,,,,,,,,,"R$ 772,43 M",,30/09/2024,"R$ 12,50",12/07/2024,"2,76%",,,,,,"- R$ 93,06 M",,"R$ 12,15","R$ 14,00","2,84%","-8,18%","2,64%","1,64%",-,-,-,-,-,-,"R$ 0,00",,,,,"-1.366,13%","-1.073,84%","-29,40%","-32,52%",,,"33,02","4,95","3,95",,,"R$ 2,89 B",,,,,"R$ 584,87 M","R$ 9,47",61.791.000,0,61.791.000,3.000,0,3.000,61.788.000,0,61.788.000,"- R$ 25,05 M","- R$ 10,00 mil","R$ 18,95 M","- R$ 6,12 M","R$ 0,00",,"R$ 0,00",,"R$ 185,01 M","- R$ 46,81 M","R$ 105,95 M",,,,,,
DMVF3,D1000VFARMA,D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,A Companhia tem por objeto a participação. como sócia ou acionista. em outras sociedades do varejo farmacêutico. nacionais ou estrangeiras.,DMVF3,10/12/2024,ON,"R$ 5,98",1 Ação,"R$ 961,55 mil",ITR - 30/09/2024,Saúde,Comércio e Distribuição,Medicamentos e Outros Produtos,"IGC, IGNM, ITAG","9,58","0,34","0,15","1,87","3,10","0,18","4,40","4,77","-0,40","4,15","1,56","0,14","1,76","2,92","0,17","R$ 302,60 M","R$ 284,96 M",30/09/2024,"R$ 5,98",10/12/2024,"0,00%","R$ 544,48 M","R$ 171,41 M","R$ 20,85 M","- R$ 29,73 M","R$ 50,59 M","R$ 10,35 M","R$ 0,20","R$ 5,63","R$ 8,38","5,65%","2,75%","52,16%","23,28%","14,78%","4,70%","-47,68%","-14,94%",-,-,"R$ 630,25 mil","9,30%","5,42%","14,09%","8,22%","3,67%","2,08%","31,58%","1,58%","3,43%","9,10%","1,32","1,93","0,93","-0,10","R$ 39,21 M","R$ 1,72 B","R$ 10,68 M","R$ 10,89 M","R$ 21,57 M","- R$ 17,64 M","R$ 893,21 M","R$ 17,65",50.603.000,0,50.603.000,0,0,0,50.603.000,0,50.603.000,"R$ 45,34 M","- R$ 26,62 M","- R$ 28,16 M","- R$ 9,43 M","- R$ 19,70 M","R$ 25,65 M","- R$ 63,99 M","R$ 97,57 M",,,,,,,,,
