Ticker,Papel,Cotação,Tipo,Data últ cot,Empresa,Min 52 sem,Setor,Max 52 sem,Subsetor,Vol $ méd (2m),Valor de mercado,Últ balanço processado,Valor da firma,Nro. Ações,Dia,P/L,LPA,Mês,P/VP,VPA,30 dias,P/EBIT,Marg. Bruta,12 meses,PSR,Marg. EBIT,2024,P/Ativos,Marg. Líquida,2023,P/Cap. Giro,EBIT / Ativo,2022,P/Ativ Circ Liq,ROIC,2021,Div. Yield,ROE,2020,EV / EBITDA,Liquidez Corr,2019,EV / EBIT,Div Br/ Patrim,,Cres. Rec (5a),Giro Ativos,Ativo,Dív. Bruta,Disponibilidades,Dív. Líquida,Ativo Circulante,Patrim. Líq,Receita Líquida,EBIT,Lucro Líquido,2018,2017,2016,2015,2014,2013,Depósitos,Cart. de Crédito,Result Int Financ,Rec Serviços,1,-1,-2,-3,-4,2012,2011,2010
KSSA3,KSSA3,"5,33",ON NM,11/02/2010,KLABINSEGALL ON NM,"0,00",Construção Civil,"0,00",Incorporações,0,776.612.000,30/06/2010,1.700.550.000,145.706.000,"0,00%","14,66","0,36","0,00%","1,40","3,80","0,00%","5,62","24,5%","0,00%","0,92","16,3%",,"0,41","8,4%",,"1,72","7,2%",,"6,73","7,7%",,"0,0%","9,6%",,"12,30","1,47",,"12,30","1,80",,"40,7%","0,44",1.914.810.000,994.927.000,70.994.000,923.933.000,1.416.360.000,553.026.000,248.977.000,65.381.000,33.038.000,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,
LAME3,LAME3,"6,62",ON,21/01/2022,LOJAS AMERICANAS S.A. ON,"4,37",Comércio,"7,07",Produtos Diversos,0,12.465.500.000,30/09/2021,19.075.600.000,1.883.010.000,"0,00%","21,22","0,31","0,00%","1,91","3,46","0,00%","7,40","32,9%","-7,67%","0,48","6,5%",,"0,29","2,5%",,"1,20","3,9%","12,01%","-4,37","6,5%","-27,78%","0,0%","9,0%","4,18%","5,49","1,72","33,11%","11,32","2,54",,"9,7%","0,59",43.736.200.000,16.521.300.000,9.911.190.000,6.610.070.000,24.815.300.000,6.514.640.000,6.277.260.000,311.215.000,95.397.000,"15,08%","4,73%",,,,,,,,,,,,,,,,
LAME4,LAME4,"6,55",PN,21/01/2022,LOJAS AMERICANAS S.A. PN,"4,64",Comércio,"7,47",Produtos Diversos,0,12.333.700.000,30/09/2021,18.943.800.000,1.883.010.000,"0,00%","20,99","0,31","0,00%","1,89","3,46","0,00%","7,32","32,9%","-14,04%","0,48","6,5%",,"0,28","2,5%",,"1,19","3,9%","11,21%","-4,32","6,5%","-45,41%","0,0%","9,0%","1,47%","5,46","1,72","33,15%","11,24","2,54",,"9,7%","0,59",43.736.200.000,16.521.300.000,9.911.190.000,6.610.070.000,24.815.300.000,6.514.640.000,6.277.260.000,311.215.000,95.397.000,"15,97%","2,69%",,,,,,,,,,,,,,,,
LAND3,LAND3,"13,60",ON NM,13/12/2024,TERRASANTAPA ON NM,"10,86",Agropecuária,"18,59",Agricultura,568.477,1.308.690.000,30/09/2024,1.390.720.000,96.227.000,"1,72%","49,00","0,28","23,97%","1,80","7,56","17,75%","36,24","93,2%","-14,54%","18,35","50,6%","-19,94%","1,41","37,4%","-37,74%","-37,90","3,9%","28,87%","-7,60","3,9%","49,77%","0,6%","3,7%","0,00%","35,08","0,44","0,00%","38,51","0,13",,"-22,3%","0,08",926.713.000,92.220.000,10.188.000,82.032.000,26.957.000,727.517.000,17.949.000,8.267.000,7.368.000,,,,,,,,,,,,,,,,,,
LATM11,LATM11,"28,65",DR3 ED,30/08/2013,LATAM AIRLN DR3 ED,"0,00",Transporte,"0,00",Transporte Aéreo,0,184.420.000,31/03/2016,28.499.800.000,6.437.000,"0,00%","-0,68","-41,89","0,00%","0,02","1.764,33","0,00%","0,05","22,2%","0,00%","0,01","11,5%",,"0,00","-0,4%",,"-0,02","5,6%",,"0,00","6,5%",,"0,0%","-2,4%",,"7,74","0,49",,"7,74","2,92",,"16,7%","0,48",66.308.900.000,33.200.900.000,4.885.480.000,28.315.400.000,9.830.010.000,11.357.000.000,8.718.520.000,839.929.000,398.836.000,"0,00%","0,00%","0,00%","0,00%","0,00%","-39,04%",,,,,,,,,,,,
LATS3,LATS3,"22,00",ON,14/05/2004,REXAM BEVERAGE CAN SOUTH AMERICA ON,"0,00",,"0,00",,0,0,31/03/2004,146.238.000,0,"0,00%","0,00","0,00","0,00%","0,00","0,00","0,00%",-,"17,3%","0,00%",-,"11,7%",,-,"1,3%",,-,"9,4%",,-,"11,6%",,"0,0%","1,8%",,"1,27","1,67",,"1,27","0,39",,"15,4%","0,80",1.221.440.000,267.391.000,121.153.000,146.238.000,473.370.000,680.646.000,245.859.000,40.930.000,22.379.000,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,
LAVV3,LAVV3,"7,91",ON NM,13/12/2024,LAVVI ON NM,"6,93",Construção Civil,"9,10",Incorporações,6.094.570,1.578.310.000,30/09/2024,1.492.990.000,199.534.000,"0,38%","5,08","1,56","-1,86%","1,10","7,22","-7,15%","6,18","33,0%","9,32%","1,28","20,8%","-3,12%","0,58","26,6%","102,97%","0,92","9,4%","2,97%","1,46","12,1%","-37,75%","8,7%","21,6%","0,05%","5,82","4,83","0,00%","5,85","0,32",,"24,7%","0,45",2.722.420.000,465.774.000,551.095.000,-85.321.000,2.171.870.000,1.441.380.000,393.523.000,78.869.000,86.583.000,,,,,,,,,,,,,,,,,,
LCAM3,LCAM3,"24,15",ON NM,01/07/2022,LOCAMERICA ON NM,"0,00",Diversos,"0,00",Aluguel de carros,0,60.827.900.000,30/09/2024,56.622.800.000,2.518.750.000,"0,00%","0,00","0,00","0,00%","3,51","6,88","0,00%",-,-,"0,00%",-,-,"0,00%","3,09",-,"-94,97%","10,82","0,0%","4,26%","13,95",-,"-18,64%","0,0%",-,"32,32%",-,"6,06","84,33%",-,"0,04",,"16,5%",-,19.707.600.000,628.347.000,4.833.450.000,-4.205.100.000,6.731.440.000,17.335.100.000,2.200.620.000,339.430.000,288.006.000,,,,,,,,,,,,,,,,,,
LCSA3,LCSA3,"12,50",ON,12/02/2010,NÃO  CONSTA ON,"0,00",,"0,00",,0,30.665.700.000,30/09/2009,30.796.200.000,2.453.260.000,"0,00%","-120,23","-0,10","0,00%","-81,22","-0,15","0,00%","-180,18","14,1%","0,00%","28,40","-15,8%",,"44,64","-23,6%",,"-72,05","-24,8%",,"-34,41","-28,7%",,"0,0%","67,6%",,"-180,95","0,29",,"-180,95","-0,35",,"6.354,1%","1,57",686.985.000,133.360.000,2.821.000,130.539.000,173.456.000,-377.568.000,185.376.000,-28.427.000,-71.150.000,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,
LCSA4,LCSA4,"35,09",PN,14/01/2010,NÃO  CONSTA PN,"0,00",,"0,00",,0,86.084.700.000,30/09/2009,86.215.300.000,2.453.260.000,"0,00%","-337,52","-0,10","0,00%","-228,00","-0,15","0,00%","-505,80","14,1%","0,00%","79,74","-15,8%",,"125,31","-23,6%",,"-202,27","-24,8%",,"-96,61","-28,7%",,"0,0%","67,6%",,"-506,56","0,29",,"-506,56","-0,35",,"6.354,1%","1,57",686.985.000,133.360.000,2.821.000,130.539.000,173.456.000,-377.568.000,185.376.000,-28.427.000,-71.150.000,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,
LECO3,LECO3,"0,00",ON,30/12/1899,LECO ON,"0,00",,"0,00",,0,0,30/09/2008,21.389.000,145.000.000,"0,00%","0,00","0,00","0,00%","0,00","0,00","0,00%",-,"11,2%","0,00%",-,"-2,1%",,-,"-4,7%",,-,"-3,1%",,-,"-3,5%",,"0,0%","-14,8%",,"-3,00","0,82",,"-3,00","0,20",,"3,6%","1,45",229.063.000,21.654.000,265.000,21.389.000,56.243.000,105.928.000,85.060.000,-1.930.000,-3.438.000,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,
LECO4,LECO4,"1,46",PN,20/02/2009,LECO PN,"0,00",,"0,00",,0,211.700.000,30/09/2008,233.089.000,145.000.000,"0,00%","-13,48","-0,11","0,00%","2,00","0,73","0,00%","-29,69","11,2%","0,00%","0,64","-2,1%",,"0,92","-4,7%",,"-16,84","-3,1%",,"-3,16","-3,5%",,"0,0%","-14,8%",,"-32,69","0,82",,"-32,69","0,20",,"3,6%","1,45",229.063.000,21.654.000,265.000,21.389.000,56.243.000,105.928.000,85.060.000,-1.930.000,-3.438.000,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,
LETO3,LETO3,"0,80",ON,19/07/2006,MITTO ON,"0,00",Siderurgia e Metalurgia,"0,00",Artefatos de Ferro e Aço,0,3.203.160,31/03/2008,5.484.160,4.003.950.000,"0,00%","-0,32","-2,50","0,00%","-0,05","-14,65","0,00%",-,-,"0,00%",-,-,,"0,10","0,0%",,-,"0,0%",,-,-,,"0,0%","17,0%",,-,-,,-,-,,"-17,4%",-,33.295.000,2.425.000,144.000,2.281.000,14.633.000,-58.642.000,4.160.000,1.135.000,-881.000,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,
LETO5,LETO5,"2,06",PNA,26/06/2008,MITTO PNA,"0,00",Siderurgia e Metalurgia,"0,00",Artefatos de Ferro e Aço,0,8.248.140,31/03/2008,10.529.100,4.003.950.000,"0,00%","-0,83","-2,50","0,00%","-0,14","-14,65","0,00%",-,-,"0,00%",-,-,,"0,25","0,0%",,-,"0,0%",,-,-,,"0,0%","17,0%",,-,-,,-,-,,"-17,4%",-,33.295.000,2.425.000,144.000,2.281.000,14.633.000,-58.642.000,4.160.000,1.135.000,-881.000,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,
LEVE3,LEVE3,"27,15",ON,13/12/2024,MAHLE METAL LEVE ON,"26,45",Automóveis e Motocicletas,"34,71",Automóveis e Motocicletas,12.936.100,3.679.880.000,30/09/2024,4.205.390.000,135.539.000,"0,37%","6,29","4,32","0,07%","3,32","8,18","-3,62%","4,57","29,7%","-11,49%","0,86","18,9%","-17,96%","1,12","13,7%","58,91%","3,25","24,6%","17,51%","-67,80","33,9%","52,24%","8,6%","52,7%","-26,99%","4,64","2,16","20,30%","5,22","0,92",,"16,8%","1,30",3.272.280.000,1.024.590.000,499.089.000,525.506.000,2.106.540.000,1.109.300.000,1.150.650.000,234.486.000,141.751.000,,,,,,,,,,,,,,,,,,
LEVE4,LEVE4,"44,49",PN,07/01/2011,MAHLE METAL LEVE PN,"0,00",Automóveis e Motocicletas,"0,00",Automóveis e Motocicletas,0,6.030.130.000,30/09/2024,6.555.640.000,135.539.000,"0,00%","10,31","4,32","0,00%","5,44","8,18","0,00%","7,48","29,7%","0,00%","1,42","18,9%",,"1,84","13,7%",,"5,32","24,6%",,"-111,11","33,9%",,"0,0%","52,7%",,"7,23","2,16",,"8,13","0,92",,"16,8%","1,30",3.272.280.000,1.024.590.000,499.089.000,525.506.000,2.106.540.000,1.109.300.000,1.150.650.000,234.486.000,141.751.000,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,
LFFE3,LFFE3,"3,11",ON,27/07/2017,LA FONTE TELECOM S/A ON,"0,00",,"0,00",,0,169.122.000,31/03/2017,142.104.000,54.380.000,"0,00%","-3,92","-0,79","0,00%","3,26","0,95","0,00%","-21,18",-,"0,00%",-,-,,"2,88","0,0%",,-,"-13,6%",,-,-,,"0,0%","-83,1%",,"8,39",-,"0,00%","-17,80",-,,-,-,58.775.000,0,27.018.000,-27.018.000,27.435.000,51.892.000,0,-1.397.000,-1.400.000,"-24,44%","217,35%","-88,84%","-2,01%","-40,23%",,,,,,,,,,,,,
LFFE4,LFFE4,"3,89",PN,19/07/2017,LA FONTE TELECOM S/A PN,"0,00",,"0,00",,0,211.538.000,31/03/2017,184.520.000,54.380.000,"0,00%","-4,91","-0,79","0,00%","4,08","0,95","0,00%","-26,50",-,"0,00%",-,-,,"3,60","0,0%",,-,"-13,6%",,-,-,,"0,0%","-83,1%",,"10,90",-,"0,00%","-23,11",-,,-,-,58.775.000,0,27.018.000,-27.018.000,27.435.000,51.892.000,0,-1.397.000,-1.400.000,"285,35%","301,03%","-82,77%","-24,33%","-76,57%",,,,,,,,,,,,,
LGLO4,LGLO4,"100,00",PN,25/06/2004,LIVRARIA DO GLOBO S/A PN,"0,00",,"0,00",,0,3.400.000,31/12/2006,5.822.000,34.000,"0,00%","-1,05","-95,44","0,00%","0,65","152,68","0,00%","-1,24","38,8%","0,00%","0,22","-18,1%",,"0,19","-21,5%",,"-0,32","-15,4%",,"-0,32","-18,4%",,"0,0%","-62,5%",,"-2,13","0,14",,"-2,13","0,49",,"-11,4%","0,85",17.729.000,2.545.000,123.000,2.422.000,1.760.000,5.191.000,2.585.000,251.000,-218.000,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,
LIGH3,LIGH3,"16,66",ON,21/02/2006,LIGHT ON,"0,00",Energia Elétrica,"0,00",Energia Elétrica,0,6.544.870.000,30/09/2024,15.309.200.000,392.849.000.000,"0,00%","-21,94","-0,76","0,00%","6,04","2,76","0,00%","5,92","13,8%","0,00%","0,49","8,2%",,"0,33","-2,2%",,"-0,68","5,5%",,"-0,43","6,3%",,"0,0%","-27,5%",,"8,42","0,28",,"13,86","8,98",,"3,3%","0,67",19.974.300.000,9.723.630.000,959.330.000,8.764.300.000,3.771.410.000,1.082.880.000,3.412.390.000,212.279.000,59.763.000,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,
LIGT3,LIGT3,"4,25",ON,13/12/2024,LIGHT SA ON,"3,29",Energia Elétrica,"6,82",Energia Elétrica,4.423.200,1.583.360.000,30/09/2024,10.979.400.000,372.555.000,"1,19%","-7,84","-0,54","-2,07%","0,56","7,64","-12,55%","0,95","17,0%","-20,79%","0,11","11,5%","-35,55%","0,07","-1,4%","72,78%","-0,17","7,0%","-59,49%","-0,10","8,4%","-50,43%","0,0%","-7,1%","2,27%","4,39","0,37","44,35%","6,61","4,14",,"2,3%","0,61",23.834.000.000,11.795.500.000,2.399.440.000,9.396.050.000,5.610.470.000,2.847.660.000,3.717.330.000,339.345.000,157.549.000,,,,,,,,,,,,,,,,,,
LINX3,LINX3,"37,40",ON NM,25/06/2021,LINX ON NM,"36,50",Programas e Serviços,"38,39",Programas e Serviços,0,7.083.900.000,31/03/2021,6.860.690.000,189.409.000,"0,00%","-90,95","-0,41","0,00%","4,38","8,55","0,00%","53,17","68,7%","-0,48%","7,88","14,8%",,"2,74","-8,7%",,"11,96","5,2%","0,00%","47,06","6,8%","1,36%","1,5%","-4,8%","7,00%","22,97","2,14","9,15%","51,49","0,22",,"15,5%","0,35",2.580.930.000,361.814.000,585.024.000,-223.210.000,1.112.450.000,1.619.010.000,230.584.000,43.293.000,-6.870.000,"53,86%","24,94%",,,,,,,,,,,,,,,,
LIPR3,LIPR3,"42,00",ON,09/12/2024,LIGHTPAR ON,"38,00",Energia Elétrica,"71,43",Energia Elétrica,1.022,494.130.000,30/09/2024,425.814.000,11.765.000,"0,00%","21,00","2,00","-11,58%","2,11","19,93","-11,58%","-71,13",-,"-39,63%",-,-,"-41,20%","2,07","0,0%","6,48%","6,97","-2,9%","-2,66%","7,37","-4,1%","-1,17%","0,9%","10,0%","5,05%","-61,29","87,60","34,45%","-61,29",-,,-,-,239.160.000,0,68.316.000,-68.316.000,71.741.000,234.462.000,0,-2.152.000,8.322.000,,,,,,,,,,,,,,,,,,
LIXC3,LIXC3,"1,75",ON,16/01/2018,LIX DA CUNHA ON,"0,00",,"0,00",,0,20.987.800,30/09/2017,31.802.800,11.993.000,"0,00%","-2,62","-0,67","0,00%","1,52","1,15","0,00%","-4,21","-337,7%","0,00%","396,00","-9.413,2%",,"0,07","-14.386,8%",,"0,28","-1,6%",,"3,84","-1,9%",,"0,0%","-57,8%",,"-6,68","1,34","0,00%","-6,37","0,79",,"-75,9%","0,00",302.983.000,10.979.000,164.000,10.815.000,294.606.000,13.842.000,0,-443.000,-1.019.000,"-32,43%","38,50%","96,84%","-75,32%","79,07%",,,,,,,,,,,,,
LIXC4,LIXC4,"1,45",PN,16/01/2018,LIX DA CUNHA PN,"0,00",,"0,00",,0,17.389.800,30/09/2017,28.204.800,11.993.000,"0,00%","-2,17","-0,67","0,00%","1,26","1,15","0,00%","-3,49","-337,7%","0,00%","328,11","-9.413,2%",,"0,06","-14.386,8%",,"0,23","-1,6%",,"3,18","-1,9%",,"0,0%","-57,8%",,"-5,92","1,34","0,00%","-5,65","0,79",,"-75,9%","0,00",302.983.000,10.979.000,164.000,10.815.000,294.606.000,13.842.000,0,-443.000,-1.019.000,"-39,58%","35,59%","51,28%","-69,85%","49,23%",,,,,,,,,,,,,
LJQQ3,LJQQ3,"2,55",ON NM,13/12/2024,QUERO-QUERO ON NM,"2,54",Comércio,"6,25",Produtos Diversos,14.009.800,497.436.000,30/09/2024,415.062.000,195.073.000,"-3,04%","9,20","0,28","-1,92%","0,88","2,89","-16,39%","7,19","34,7%","-51,01%","0,19","2,7%","-57,87%","0,14","2,1%","49,52%","0,46","1,9%","-62,47%","-1,01","2,6%","-30,67%","6,4%","9,6%","28,01%","2,10","1,73","0,00%","6,00","1,01",,"9,0%","0,71",3.655.080.000,570.230.000,652.604.000,-82.374.000,2.598.360.000,563.969.000,712.271.000,27.968.000,-3.676.000,,,,,,,,,,,,,,,,,,
LLIS3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOGG3,LOGG3,"19,14",ON NM,13/12/2024,LOG COM PROP ON NM,"18,01",Exploração de Imóveis,"22,83",Exploração de Imóveis,8.227.600,1.681.620.000,30/09/2024,3.231.580.000,87.859.000,"0,53%","5,30","3,61","2,84%","0,45","42,29","-7,09%","11,30","97,5%","-6,01%","7,95","70,4%","-5,81%","0,25","150,2%","48,98%","4,38","2,2%","-34,24%","-0,98","2,4%","-25,31%","13,7%","8,5%","6,91%","20,97","1,45","94,02%","21,71","0,53",,"13,8%","0,03",6.687.440.000,1.954.050.000,404.091.000,1.549.960.000,1.229.410.000,3.715.340.000,56.584.000,41.706.000,96.984.000,,,,,,,,,,,,,,,,,,
LOGN3,LOGN3,"20,00",ON NM,13/12/2024,Log-In ON NM,"19,70",Transporte,"42,71",Transporte Hidroviário,2.415.620,2.146.130.000,30/09/2024,3.470.630.000,107.306.000,"1,37%","-64,63","-0,31","0,20%","2,29","8,72","-22,15%","11,19","14,5%","-55,42%","0,82","7,3%","-48,04%","0,57","-1,3%","9,66%","10,28","5,1%","48,73%","-1,19","5,8%","45,86%","0,0%","-3,6%","-22,97%","7,56","1,26","157,07%","18,09","1,79",,"26,2%","0,70",3.741.540.000,1.674.220.000,349.724.000,1.324.500.000,1.000.880.000,935.363.000,707.320.000,49.169.000,-13.051.000,,,,,,,,,,,,,,,,,,
LPSB3,LPSB3,"1,48",ON NM,13/12/2024,LOPES BRASIL ON NM,"1,48",Exploração de Imóveis,"2,52",Intermediação Imobiliária,216.467,218.381.000,30/09/2024,153.314.000,147.555.000,"-3,90%","17,94","0,08","-10,30%","0,96","1,55","-9,76%","5,24","84,8%","-35,59%","1,19","22,6%","-40,19%","0,55","15,0%","40,12%","4,85","10,5%","-16,83%","-3,39","12,8%","-55,22%","2,7%","5,3%","-47,19%","2,51","1,70","51,03%","3,68",-,,"1,2%","0,46",397.116.000,0,65.067.000,-65.067.000,109.102.000,228.305.000,52.439.000,14.161.000,5.547.000,,,,,,,,,,,,,,,,,,
LREN3,LREN3,"13,66",ON,13/12/2024,RENNER ON,"10,93",Comércio,"17,46","Tecidos, Vestuário e Calçados",268.695.000,14.473.500.000,30/09/2024,13.079.900.000,1.059.550.000,"-0,15%","11,71","1,17","-0,22%","1,39","9,81","-10,12%","4,95","60,6%","-3,88%","1,03","20,7%","-11,42%","0,75","8,8%","-11,79%","3,29","15,2%","-14,17%","5,92","19,3%","-37,55%","4,3%","11,9%","-21,90%","3,16","1,64","43,58%","4,48","0,11",,"16,6%","0,73",19.171.900.000,1.186.080.000,2.579.600.000,-1.393.520.000,11.223.300.000,10.394.700.000,3.390.510.000,652.419.000,255.266.000,,,,,,,,,,,,,,,,,,
LREN4,LREN4,"105,00",PN,28/06/2005,RENNER PN,"0,00",Comércio,"0,00","Tecidos, Vestuário e Calçados",0,111.253.000,30/09/2024,-1.282.260.000,1.059.550.000,"0,00%","0,09","1.166,90","0,00%","0,01","9.810,48","0,00%","0,04","60,6%","0,00%","0,01","20,7%",,"0,01","8,8%",,"0,03","15,2%",,"0,05","19,3%",,"0,0%","11,9%",,"-0,31","1,64",,"-0,44","0,11",,"16,6%","0,73",19.171.900.000,1.186.080.000,2.579.600.000,-1.393.520.000,11.223.300.000,10.394.700.000,3.390.510.000,652.419.000,255.266.000,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,
LUPA3,LUPA3,"1,28",ON NM,13/12/2024,LUPATECH ON NM,"1,28","Petróleo, Gás e Biocombustíveis","2,37",Equipamentos e Serviços,308.817,53.926.400,30/09/2024,198.783.000,42.130.000,"-1,54%","0,93","1,38","-3,03%","0,45","2,85","-8,57%","-4,57","21,8%","-41,28%","0,45","-9,9%","-43,36%","0,12","48,5%","-42,46%","3,57","-2,6%","-25,94%","-0,25","-2,7%","119,84%","0,0%","48,3%","26,04%","-32,32","1,14","9,09%","-16,84","1,29",,"9,6%","0,26",459.595.000,154.433.000,9.576.000,144.857.000,121.991.000,120.155.000,30.690.000,-2.790.000,-9.821.000,,,,,,,,,,,,,,,,,,
LUXM3,LUXM3,"10,00",ON,25/05/2015,TREVISA INVESTIMENTOS SA ON,"0,00",Transporte,"0,00",Transporte Hidroviário,0,207.840.000,30/09/2024,205.478.000,20.784.000,"0,00%","14,81","0,68","0,00%","1,59","6,27","0,00%","11,15","30,0%","0,00%","1,58","14,2%",,"1,17","10,7%",,"203,17","10,5%",,"-7,91","11,2%",,"0,0%","10,8%","0,00%","6,26","1,05","0,00%","11,02","0,05",,"5,2%","0,74",178.096.000,6.046.000,8.408.000,-2.362.000,21.429.000,130.398.000,33.252.000,4.153.000,2.798.000,"0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,,,
LUXM4,LUXM4,"12,59",PN,12/12/2024,TREVISA INVESTIMENTOS SA PN,"11,40",Transporte,"15,77",Transporte Hidroviário,2.973,261.671.000,30/09/2024,259.309.000,20.784.000,"0,00%","18,65","0,68","5,00%","2,01","6,27","0,80%","14,04","30,0%","-20,18%","1,99","14,2%","-20,08%","1,47","10,7%","-21,46%","255,79","10,5%","0,83%","-9,96","11,2%","31,24%","1,8%","10,8%","177,16%","7,89","1,05","57,01%","13,91","0,05",,"5,2%","0,74",178.096.000,6.046.000,8.408.000,-2.362.000,21.429.000,130.398.000,33.252.000,4.153.000,2.798.000,,,,,,,,,,,,,,,,,,
LVTC3,LVTC3,"2,48",ON NM,13/12/2024,WDC NETWORKS ON NM,"2,48",Programas e Serviços,"4,40",Programas e Serviços,74.249,160.364.000,30/09/2024,107.596.000,64.663.100,"-3,50%","19,43","0,13","-17,33%","0,25","10,11","-28,74%","0,85","24,4%","-40,38%","0,19","22,5%","-40,81%","0,11","1,0%","-28,69%","0,64","13,5%","-64,97%","-0,68","15,2%","-22,50%","0,0%","1,3%","0,00%","0,28","1,97","0,00%","0,57",-,,"-11,7%","0,60",1.394.920.000,0,52.768.000,-52.768.000,507.013.000,653.675.000,212.271.000,32.343.000,5.064.000,,,,,,,,,,,,,,,,,,
LWSA3,LWSA3,"3,53",ON NM,13/12/2024,LOCAWEB ON NM,"3,49",Programas e Serviços,"6,19",Programas e Serviços,32.248.500,1.986.990.000,30/09/2024,1.597.360.000,562.886.000,"-3,02%","145,30","0,02","-5,61%","0,71","4,98","-14,50%","17,37","48,2%","-40,05%","1,47","8,5%","-40,25%","0,50","1,0%","-13,64%","7,40","2,9%","-46,66%","14,98","3,3%","-34,59%","2,2%","0,5%","291,29%","6,62","1,25","0,00%","13,96","0,03",,"32,0%","0,34",3.993.880.000,70.706.000,460.331.000,-389.625.000,1.325.780.000,2.800.760.000,349.348.000,35.298.000,16.889.000,,,,,,,,,,,,,,,,,,
MAGG3,MAGG3,"59,40",ON,22/01/2019,MAGNESITA REFRATÁRIOS ON,"51,55",,"59,40",,0,2.972.380.000,30/09/2018,4.683.630.000,50.040.000,"0,00%","-119,98","-0,50","0,00%","1,32","44,89","0,00%","4,07","33,6%","7,39%","0,68","16,8%",,"0,44","-0,6%",,"9,32","10,8%",,"-1,55","14,1%",,"0,0%","-1,1%",,"5,34","1,14","7,61%","6,41","1,03",,"9,3%","0,64",6.749.560.000,2.323.360.000,612.106.000,1.711.250.000,2.585.890.000,2.246.130.000,1.188.200.000,275.458.000,131.295.000,"9,52%","129,61%","63,81%","40,02%","-64,22%",,,,,,,,,,,,,
MAGS3,MAGS3,"62,45",ON,31/03/2008,MAGNESITA S/A ON,"0,00",,"0,00",,0,2.656.950.000,31/12/2007,2.508.900.000,42.545.300.000,"0,00%","24,49","2,55","0,00%","3,13","19,94","0,00%","15,02","37,7%","0,00%","2,22","14,8%",,"2,12","8,9%",,"4,90","14,1%",,"6,65","18,7%",,"0,0%","12,8%",,"14,19","3,06",,"14,19","0,13",,"10,0%","0,96",1.253.380.000,111.090.000,259.138.000,-148.048.000,806.474.000,848.546.000,305.986.000,33.259.000,18.712.000,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,
MAPT3,MAPT3,"3,80",ON,11/12/2024,CIA MARCOPOLO ON,"3,80",Outros,"38,00",Outros,126,3.492.200,30/09/2024,3.492.200,919.000,"0,00%","-19,96","-0,19","0,00%","-0,55","-6,96","0,00%","-25,68",-,"-87,35%",-,-,"-87,35%","4,52","0,0%","-19,87%","-268,63","-17,6%","1,35%","-0,49","-17,6%","-26,01%","0,0%","2,7%","-23,06%","-25,68",-,"829,90%","-25,68",-,,-,-,773.000,0,0,0,0,-6.399.000,0,-16.000,-17.000,,,,,,,,,,,,,,,,,,
MAPT4,MAPT4,"5,00",PN,10/12/2024,CIA MARCOPOLO PN,"4,40",Outros,"40,00",Outros,268,4.595.000,30/09/2024,4.595.000,919.000,"0,00%","-26,26","-0,19","0,20%","-0,72","-6,96","0,00%","-33,79",-,"-37,50%",-,-,"-37,50%","5,94","0,0%","-21,65%","-353,46","-17,6%","-62,19%","-0,64","-17,6%","-43,75%","0,0%","2,7%","47,74%","-33,79",-,"986,62%","-33,79",-,,-,-,773.000,0,0,0,0,-6.399.000,0,-16.000,-17.000,,,,,,,,,,,,,,,,,,
MARI3,MARI3,"2,93",ON NM,30/12/1899,Marisa ON NM,"0,00",Comércio,"0,00","Tecidos, Vestuário e Calçados",0,540.594.000,31/03/2010,530.178.000,184.503.000,"0,00%","3,04","0,96","0,00%","0,76","3,83","0,00%","4,99","49,8%","0,00%","0,35","6,9%",,"0,38","11,4%",,"0,95","7,7%",,"1,65","10,7%",,"0,0%","25,1%",,"4,89","2,23",,"4,89","0,32",,"11,9%","1,11",1.408.720.000,229.443.000,239.859.000,-10.416.000,1.030.060.000,706.711.000,316.908.000,-3.389.990,27.130.000,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,
