Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio
IGUATEMI,IGTA3,33.13,26.96,39.3,57161800.0
INEPAR S/A,INEP3,1.54,-4.06,,2221660.0
INEPAR S/A,INEP4,1.54,-4.06,,2234460.0
INTELBRAS,INTB3,26.46,29.39,9.7,43940200.0
JALLESMACHAD,JALL3,9.6,5.58,48.3,7718450.0
JBS,JBSS3,34.41,5.27,8.1,410159000.0
JOÃO FORTES ENGENHARIA S.A.,JFEN3,1.05,-6.68,958.8,597893.0
JHSF Part,JHSF3,5.31,4.22,58.5,24917100.0
JOSAPAR S/A,JOPA3,30.0,12.77,3.1,12005.0
JOSAPAR S/A,JOPA4,38.59,14.31,3.1,96.0
IGUATEMI S.A,JPSA3,29.02,20.35,36.0,7666510.0
JULIO SIMOES,JSLG3,7.61,52.21,18.3,6321830.0
KEPLER WEBER SA,KEPL3,33.0,5.01,11.8,9916170.0
KLABIN,KLBN11,25.05,10.99,28.8,149869000.0
KLABIN,KLBN3,6.17,12.48,28.8,772436.0
KLABIN,KLBN4,4.72,10.62,28.8,3009770.0
KORA SAUDE,KRSA3,4.52,,,1401180.0
LOJAS AMERICANAS S.A.,LAME3,5.41,9.97,6.5,39103800.0
LOJAS AMERICANAS S.A.,LAME4,5.42,9.98,6.5,188249000.0
TERRASANTAPA,LAND3,0.0,,,0.0
LAVVI,LAVV3,5.07,2.2,30.6,8485100.0
LOCAMERICA,LCAM3,23.79,11.0,25.4,67556800.0
MAHLE METAL LEVE,LEVE3,31.2,5.84,19.6,23222000.0
LIGHT SA,LIGT3,12.26,6.29,12.4,38351100.0
LIGHTPAR,LIPR3,69.8,-125.66,,9291.0
QUERO-QUERO,LJQQ3,10.57,9.36,9.9,33575000.0
LE LIS BLANC DEUX,LLIS3,1.35,-9.21,-23.7,1481250.0
LOG COM PROP,LOGG3,23.29,30.77,74.2,13618800.0
Log-In,LOGN3,21.85,16.34,14.3,16559400.0
LOPES BRASIL,LPSB3,2.44,4.33,24.0,3498500.0
RENNER,LREN3,29.46,17.81,15.3,373193000.0
LUPATECH,LUPA3,6.09,-19.83,-18.5,22497300.0
TREVISA INVESTIMENTOS SA,LUXM4,81.03,20.67,16.2,35673.0
WDC NETWORKS,LVTC3,16.65,,,4277450.0
LOCAWEB,LWSA3,13.82,204.78,4.5,164442000.0
CIA MARCOPOLO,MAPT4,37.95,-230.97,,190.0
MATER DEI,MATD3,16.62,,,9802110.0
MOBLY,MBLY3,5.44,-5.41,-11.1,4886540.0
M.DIASBRANCO,MDIA3,28.07,27.39,4.7,39144300.0
MOURA DUBEUX,MDNE3,5.17,4.65,12.5,1900790.0
IMC S/A,MEAL3,2.77,-13.77,-4.3,8745900.0
MELNICK,MELK3,4.18,5.66,9.3,4268950.0
MANGELS,MGEL4,13.41,7.37,12.2,48530.0
MAGAZ LUIZA,MGLU3,7.62,94.99,1.5,713535000.0
MILLS,MILS3,6.13,12.72,17.0,8135320.0
MULTILASER,MLAS3,7.6,,,15389800.0
MUNDIAL S/A,MNDL3,35.46,4.28,12.3,140355.0
MINUPAR,MNPR3,7.08,1.17,14.2,105666.0
MONTEIRO ARANHA,MOAR3,431.0,-146.06,,1291020.0
MOSAICO SA,MOSI3,9.96,61.71,5.3,12681500.0
MOVIDA,MOVI3,17.78,9.56,27.7,42346900.0
Marfrig,MRFG3,21.25,2.65,13.8,183726000.0
MRV,MRVE3,11.57,12.33,10.9,66683500.0
MELHORAMENTOS,MSPA3,48.5,-11.8,-23.9,606.0
MELHORAMENTOS,MSPA4,46.0,-11.29,-23.9,575.0
IGUAÇU,MTIG4,44.2,-5.89,-19.4,26298.0
MITRE REALTY,MTRE3,7.0,9.18,9.1,5577610.0
METISA,MTSA4,41.29,5.24,13.2,144327.0
Multiplan,MULT3,20.07,25.37,48.4,173359000.0
WETZEL S.A.,MWET3,22.5,24.87,1.8,1181.0
WETZEL S.A.,MWET4,16.98,22.07,1.8,54365.0
IOCHPE-MAXION,MYPK3,15.37,7.88,6.9,30440700.0
NEOENERGIA,NEOE3,17.81,6.33,19.5,39224200.0
NEOGRID,NGRD3,2.93,14.32,13.9,7903790.0
GETNINJAS,NINJ3,4.5,,,3531660.0
NORDON INDS METALURGICAS SA,NORD3,13.18,-119.39,-52.8,9389.0
GRUPO NATURA,NTCO3,27.06,21.53,5.1,403963000.0
NUTRIPLANT,NUTR3,253.0,9.62,3.8,0.0
ODONTOPREV,ODPV3,12.2,10.36,32.6,20668700.0
OUROFINO S/A,OFSA3,25.11,10.63,16.4,523130.0
OI,OIBR3,0.86,-9.67,-174.5,85309400.0
OI,OIBR4,1.37,-10.64,-174.5,1596240.0
OMEGA GER,OMGE3,27.9,24.47,27.2,46610700.0
ONCOCLINICAS,ONCO3,9.16,,,18998200.0
OCEANPACT,OPCT3,2.96,-127.83,-1.1,3516350.0
ORIZON,ORVR3,23.68,38.63,13.2,11432100.0
OSX BRASIL,OSXB3,9.28,-57.38,-387.7,295606.0
IHPARDINI,PARD3,20.87,7.01,20.1,8411280.0
PANATLANTICA,PATI3,69.88,4.81,15.9,5532.0
PANATLANTICA,PATI4,59.0,4.16,15.9,1783.0
PÃO DE AÇÚCAR,PCAR3,22.53,4.21,10.4,106870000.0
PDG REALT,PDGR3,1.49,-23.88,-11.7,8852800.0
PETROBRAS,PETR3,31.19,3.86,44.0,652596000.0
PETROBRAS,PETR4,29.36,3.73,44.0,2524690000.0
PETZ,PETZ3,19.72,48.85,9.2,135683000.0
PROFARMA,PFRM3,5.16,4.66,3.8,1317040.0
PAGUE MENOS,PGMN3,8.42,10.67,5.3,11038700.0
PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A,PLAS3,11.0,-6.92,-7.8,4421.0
PLANOEPLANO,PLPL3,3.3,2.23,27.8,3973620.0
PARANAPANEMA S.A.,PMAM3,9.62,-46.97,-1.4,4696690.0
PANVEL FARMÁCIAS,PNVL3,13.18,32.58,2.4,14377900.0
MARCOPOLO,POMO3,2.34,140.62,0.7,820128.0
MARCOPOLO,POMO4,2.74,156.36,0.7,11650800.0
POSITIVO INF,POSI3,10.15,7.18,7.9,41540800.0
FOCUS,POWE3,11.45,11.52,3.5,4727750.0
PETRORIO,PRIO3,21.93,12.61,42.6,576745000.0
PRINER,PRNR3,7.17,9.57,7.0,945944.0
PORTOBELLO S/A,PTBL3,9.45,6.19,16.9,12406900.0
PETTENATI,PTNT3,20.36,15.4,8.9,441031.0
PETTENATI,PTNT4,6.14,5.46,8.9,181600.0
QUALICORP,QUAL3,16.59,7.33,37.4,37264500.0
RAIADROGASIL,RADL3,23.28,30.42,5.6,174721000.0
RUMO S.A.,RAIL3,17.29,23.4,24.5,226877000.0
RAIZEN,RAIZ4,5.92,20.45,2.9,73411700.0
CELULOSE IRANI,RANI3,7.16,5.59,25.5,13251500.0
RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES,RAPT3,13.07,5.85,13.8,186357.0
RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES,RAPT4,10.88,5.19,13.8,28072100.0
RECRUSUL,RCSL3,3.88,319.06,1.7,18025200.0
RECRUSUL,RCSL4,1.35,109.4,1.7,2400590.0
RNI,RDNI3,9.86,174.5,1.4,242767.0
REDE D OR,RDOR3,49.2,28.75,20.2,143264000.0
PETRORECONCA,RECV3,14.58,,,14250100.0
REDE EMPRESAS DE ENERGIA ELÉTRICA S.A.,REDE3,6.36,6.85,21.0,8957.0
LOCALIZA RENT A CAR,RENT3,53.89,15.38,28.1,376990000.0
RENOVA,RNEW11,7.19,-24.38,-88.7,92922.0
RENOVA,RNEW3,2.43,-24.43,-88.7,183800.0
RENOVA,RNEW4,2.35,-24.31,-88.7,467985.0
ROMI,ROMI3,16.35,8.6,14.5,10575500.0
REFINARIA DE PETRÓLEOS DE MANGUINHOS S.A,RPMG3,2.9,-0.66,-16.9,194972.0
3R PETROLEUM,RRRP3,31.41,23.08,38.2,104551000.0
ROSSI RESIDENCIAL,RSID3,8.63,-67.14,-10.5,1038850.0
METALURGICA RIOSULENSE S/A,RSUL4,68.07,6.85,19.6,296691.0
SANEPAR,SAPR11,19.46,4.27,41.1,27961100.0
SANEPAR,SAPR3,3.85,4.24,41.1,2432560.0
SANEPAR,SAPR4,3.91,4.28,41.1,19053900.0
GRUPO SBF,SBFG3,25.74,26.66,6.7,31291200.0
SABESP,SBSP3,37.99,8.8,23.4,82949500.0
SÃO CARLOS EMPREEND.E PARTICIPAÇÕES S.A.,SCAR3,35.22,21.65,55.2,335235.0
SER EDUCA,SEER3,10.95,7.8,14.2,11782200.0
SEQUOIA LOG,SEQL3,11.5,117.46,1.2,27658900.0
Springs,SGPS3,5.65,8.13,6.9,608035.0
TIME FOR FUN,SHOW3,3.73,-3.46,-449.6,2656250.0
SCHULZ,SHUL4,8.87,13.4,9.1,2500700.0
SIMPAR,SIMH3,11.15,8.88,19.6,32527000.0
SLC Agricola,SLCE3,38.81,5.99,29.0,57741600.0
EDITORA SARAIVA,SLED3,0.66,-6.34,-48.3,119777.0
EDITORA SARAIVA,SLED4,0.33,-5.93,-48.3,408088.0
SMART FIT,SMFT3,18.49,-30.13,-23.2,28446700.0
SANSUY S.A. INDÚSTRIA DE PLÁSTICOS,SNSY5,5.39,-21.05,-1.1,21069.0
BOA SAFRA,SOJA3,14.5,11.2,16.1,4890950.0
GRUPO SOMA,SOMA3,13.91,53.64,10.6,76939000.0
SONDOTECNICA S/A.,SOND5,36.01,10.81,8.0,266.0
SONDOTECNICA S/A.,SOND6,35.51,10.6,8.0,0.0
SINQIA,SQIA3,16.81,37.01,9.7,20919600.0
SBPAR,STBP3,6.08,15.61,21.5,41538100.0
Suzano Papel,SUZB3,58.32,9.9,37.1,432536000.0
SYN PROP TEC,SYNE3,13.92,12.8,51.7,9115640.0
TAESA,TAEE11,35.9,6.19,75.7,96424900.0
TAESA,TAEE3,11.98,6.19,75.7,1146510.0
TAESA,TAEE4,11.95,6.18,75.7,2436150.0
TAURUS ARMAS,TASA3,23.49,4.13,30.2,1061290.0
TAURUS ARMAS,TASA4,23.49,4.13,30.2,28935700.0
TECNOSOLO S/A,TCNO3,2.68,-27.46,,129208.0
TECNOSOLO S/A,TCNO4,1.79,-24.31,,192408.0
TECNISA,TCSA3,3.57,-7.77,-48.9,4313320.0
TECHNOS,TECN3,2.52,3.53,19.5,10741200.0
TEKA S.A.,TEKA3,26.1,,0.1,0.0
TEKA S.A.,TEKA4,10.59,,0.1,40907.0
TELEBRAS,TELB3,45.8,-6.92,-129.0,35742.0
TELEBRAS,TELB4,17.39,-1.34,-129.0,75851.0
Tenda,TEND3,17.96,6.55,12.2,33492600.0
TRACK FIELD,TFCO4,12.0,23.86,20.0,2157340.0
Tegma,TGMA3,15.69,8.27,12.1,7111120.0
TIM,TIMS3,13.42,8.7,18.3,104800000.0
TEKNO,TKNO4,60.0,4.0,16.0,1145.0
TOTVS,TOTS3,31.38,14.96,40.8,137210000.0
TRIUNFO PARTICIPACOES SA,TPIS3,2.04,-97.7,-1.9,5982110.0
TC,TRAD3,6.35,,,29486400.0
Trisul,TRIS3,5.52,6.64,21.7,10773500.0
TRANSMISSÃO PAULISTA,TRPL3,31.76,6.02,98.7,107743.0
TRANSMISSÃO PAULISTA,TRPL4,24.11,4.86,98.7,31358600.0
3TENTOS,TTEN3,7.65,,,10311100.0
TUPY,TUPY3,20.93,7.15,8.9,18964500.0
RENAUX,TXRX3,34.0,13.42,19.9,1290.0
RENAUX,TXRX4,8.4,9.74,19.9,7684.0
UNICASA,UCAS3,4.29,8.08,13.7,168337.0
ULTRAPAR PARTICIPAÇÕES SA,UGPA3,14.89,16.09,1.7,125486000.0
UNIPAR PARTICIPAÇÕES S.A.,UNIP3,98.49,4.81,33.9,4873160.0
UNIPAR PARTICIPAÇÕES S.A.,UNIP5,95.0,4.63,33.9,30153.0
UNIPAR PARTICIPAÇÕES S.A.,UNIP6,97.4,4.75,33.9,35102500.0
USIMINAS,USIM3,14.01,1.66,31.6,5348020.0
USIMINAS,USIM5,14.92,1.78,31.6,346364000.0
USIMINAS,USIM6,18.97,2.29,31.6,47.0
VALE,VALE3,76.33,2.23,60.3,2073280000.0
VAMOS,VAMO3,11.89,20.96,25.3,46526300.0
VIBRA,VBBR3,22.2,11.0,2.7,247776000.0
VIA,VIIA3,5.8,17.05,3.2,300364000.0
VITTIA,VITT3,11.7,13.0,19.7,1339330.0
VIVARA S.A.,VIVA3,25.0,19.09,23.8,25825500.0
VIVER,VIVR3,1.36,-7.9,-54.7,25031500.0
TELEF BRASIL,VIVT3,49.96,16.28,12.4,144736000.0
VALID,VLID3,8.43,10.64,6.9,4129190.0
VULCABRAS S/A.,VULC3,9.96,16.87,9.3,9011140.0
VIVEO,VVEO3,18.35,,,5062450.0
WEG SA,WEGE3,34.56,33.82,19.4,269565000.0
WESTWING,WEST3,3.45,-1.83,-18.7,4140430.0
WHIRLPOOL S.A.,WHRL3,6.58,8.48,9.1,48573.0
WHIRLPOOL S.A.,WHRL4,8.18,10.81,9.1,120079.0
WIZ S.A.,WIZS3,8.1,2.57,44.1,23907800.0
WLM,WLMM3,35.0,9.83,6.5,4826.0
WLM,WLMM4,36.01,10.16,6.5,63388.0
YDUQS PART,YDUQ3,23.69,24.3,10.1,75360100.0
